AREACD,Period,Gross value added in pounds (million)
S01009803,2019,2.929
S01009804,2019,24.173
S01009805,2019,6.471
S01009806,2019,29.503
S01009807,2019,15.352
S01009808,2019,15.352
S01009809,2019,1.039
S01009810,2019,1.331
S01009811,2019,1.543
S01009812,2019,1.055
S01009813,2019,1.799
S01009814,2019,8.146
S01009815,2019,1.061
S01009816,2019,2.898
S01009817,2019,22.591
S01009818,2019,10.522
S01009819,2019,11.491
S01009820,2019,22.591
S01009821,2019,2.671
S01009822,2019,1.599
S01009823,2019,7.267
S01009824,2019,1.355
S01009825,2019,3.359
S01009826,2019,4.58
S01009827,2019,0.847
S01009828,2019,1.964
S01009829,2019,3.207
S01009830,2019,1.546
S01009831,2019,1.158
S01009832,2019,7.173
S01009833,2019,879.298
S01009834,2019,17.126
S01009835,2019,7.716
S01009836,2019,3.549
S01009837,2019,10.767
S01009838,2019,3.549
S01009839,2019,1.729
S01009840,2019,7.189
S01009841,2019,1.737
S01009842,2019,18.273
S01009843,2019,204.396
S01009844,2019,16.418
S01009845,2019,3.435
S01009846,2019,2.871
S01009847,2019,162.731
S01009848,2019,1.344
S01009849,2019,3.841
S01009850,2019,40.841
S01009851,2019,40.841
S01009852,2019,15.97
S01009853,2019,1.515
S01009854,2019,6.53
S01009855,2019,1.95
S01009856,2019,1.811
S01009857,2019,1.798
S01009858,2019,3.698
S01009859,2019,7.181
S01009860,2019,24.577
S01009861,2019,97.119
S01009862,2019,309.998
S01009863,2019,3.182
S01009864,2019,3.652
S01009865,2019,2.159
S01009866,2019,6.076
S01009867,2019,102.552
S01009868,2019,2.58
S01009869,2019,4.876
S01009870,2019,3.431
S01009871,2019,105.132
S01009872,2019,6.489
S01009873,2019,13.848
S01009874,2019,12.127
S01009875,2019,7.624
S01009876,2019,1.95
S01009877,2019,23.104
S01009878,2019,3.747
S01009879,2019,6.847
S01009880,2019,6.326
S01009881,2019,15.025
S01009882,2019,9.867
S01009883,2019,19.206
S01009884,2019,4.854
S01009885,2019,5.459
S01009886,2019,7.173
S01009887,2019,4.137
S01009888,2019,3.053
S01009889,2019,5.998
S01009890,2019,4.193
S01009891,2019,7.1
S01009892,2019,10.577
S01009893,2019,10.577
S01009894,2019,1.886
S01009895,2019,5.784
S01009896,2019,1.025
S01009897,2019,11.182
S01009898,2019,21.478
S01009899,2019,2.22
S01009900,2019,1.996
S01009901,2019,9.905
S01009902,2019,8.831
S01009903,2019,8.831
S01009904,2019,11.184
S01009905,2019,12.979
S01009906,2019,5.862
S01009907,2019,2.004
S01009908,2019,7.553
S01009909,2019,11.875
S01009910,2019,2.837
S01009911,2019,10.97
S01009912,2019,6.484
S01009913,2019,7.228
S01009914,2019,9.957
S01009915,2019,12.949
S01009916,2019,8.395
S01009917,2019,3.586
S01009918,2019,4.62
S01009919,2019,42.83
S01009920,2019,1.803
S01009921,2019,27.574
S01009922,2019,14.105
S01009923,2019,1.543
S01009924,2019,7.663
S01009925,2019,4.768
S01009926,2019,8.519
S01009927,2019,2.406
S01009928,2019,9.694
S01009929,2019,4.401
S01009930,2019,7.544
S01009931,2019,2.0
S01009932,2019,4.027
S01009933,2019,14.099
S01009934,2019,11.807
S01009935,2019,12.412
S01009936,2019,4.286
S01009937,2019,10.672
S01009938,2019,8.017
S01009939,2019,3.459
S01009940,2019,2.631
S01009941,2019,5.297
S01009942,2019,5.297
S01009943,2019,2.631
S01009944,2019,1.629
S01009945,2019,13.31
S01009946,2019,4.656
S01009947,2019,1.277
S01009948,2019,4.662
S01009949,2019,1.633
S01009950,2019,3.668
S01009951,2019,6.42
S01009952,2019,7.114
S01009953,2019,8.262
S01009954,2019,10.293
S01009955,2019,9.331
S01009956,2019,5.19
S01009957,2019,2.0
S01009958,2019,5.112
S01009959,2019,2.466
S01009960,2019,14.641
S01009961,2019,2.321
S01009962,2019,6.789
S01009963,2019,1.729
S01009964,2019,4.796
S01009965,2019,1.335
S01009966,2019,2.212
S01009967,2019,3.167
S01009968,2019,9.265
S01009969,2019,12.707
S01009970,2019,2.92
S01009971,2019,1.348
S01009972,2019,23.95
S01009973,2019,0.388
S01009974,2019,3.234
S01009975,2019,4.029
S01009976,2019,0.388
S01009977,2019,9.751
S01009978,2019,4.029
S01009979,2019,3.234
S01009980,2019,34.797
S01009981,2019,4.205
S01009982,2019,1.889
S01009983,2019,1.513
S01009984,2019,4.205
S01009985,2019,2.324
S01009986,2019,0.984
S01009987,2019,6.163
S01009988,2019,0.928
S01009989,2019,5.863
S01009990,2019,1.057
S01009991,2019,1.254
S01009992,2019,3.157
S01009993,2019,5.499
S01009994,2019,3.221
S01009995,2019,1.007
S01009996,2019,5.497
S01009997,2019,1.256
S01009998,2019,4.368
S01009999,2019,4.67
S01010000,2019,1.241
S01010001,2019,2.308
S01010002,2019,1.455
S01010003,2019,1.171
S01010004,2019,1.541
S01010005,2019,1.062
S01010006,2019,4.839
S01010007,2019,1.799
S01010008,2019,3.25
S01010009,2019,15.496
S01010010,2019,15.496
S01010011,2019,5.992
S01010012,2019,2.493
S01010013,2019,37.7
S01010014,2019,3.569
S01010015,2019,17.282
S01010016,2019,2.017
S01010017,2019,2.803
S01010018,2019,3.093
S01010019,2019,4.159
S01010020,2019,2.386
S01010021,2019,89.654
S01010022,2019,92.51
S01010023,2019,2.187
S01010024,2019,28.973
S01010025,2019,27.255
S01010026,2019,2.187
S01010027,2019,24.307
S01010028,2019,4.639
S01010029,2019,31.79
S01010030,2019,2.187
S01010031,2019,52.986
S01010032,2019,173.782
S01010033,2019,224.722
S01010034,2019,66.851
S01010035,2019,10.468
S01010036,2019,4.823
S01010037,2019,1.668
S01010038,2019,13.019
S01010039,2019,25.114
S01010040,2019,63.591
S01010041,2019,10.529
S01010042,2019,26.637
S01010043,2019,9.601
S01010044,2019,1.456
S01010045,2019,4.966
S01010046,2019,17.795
S01010047,2019,1.827
S01010048,2019,3.213
S01010049,2019,5.877
S01010050,2019,26.97
S01010051,2019,12.572
S01010052,2019,88.024
S01010053,2019,88.346
S01010054,2019,89.836
S01010055,2019,74.523
S01010056,2019,4.059
S01010057,2019,11.493
S01010058,2019,11.493
S01010059,2019,11.493
S01010060,2019,4.029
S01010061,2019,11.622
S01010062,2019,8.736
S01010063,2019,42.897
S01010064,2019,1.382
S01010065,2019,9.827
S01010066,2019,1.041
S01010067,2019,42.897
S01010068,2019,5.512
S01010069,2019,10.262
S01010070,2019,1.605
S01010071,2019,332.428
S01010072,2019,2.21
S01010073,2019,1.48
S01010074,2019,48.805
S01010075,2019,3.255
S01010076,2019,2.838
S01010077,2019,2.286
S01010078,2019,3.794
S01010079,2019,4.266
S01010080,2019,3.821
S01010081,2019,5.738
S01010082,2019,15.392
S01010083,2019,4.371
S01010084,2019,3.261
S01010085,2019,4.371
S01010086,2019,6.155
S01010087,2019,0.086
S01010088,2019,7.535
S01010089,2019,22.22
S01010090,2019,7.255
S01010091,2019,112.692
S01010092,2019,3.832
S01010093,2019,4.887
S01010094,2019,10.455
S01010095,2019,4.163
S01010096,2019,22.963
S01010097,2019,9.451
S01010098,2019,4.427
S01010099,2019,2.457
S01010100,2019,5.025
S01010101,2019,6.938
S01010102,2019,2.07
S01010103,2019,86.647
S01010104,2019,21.493
S01010105,2019,1.961
S01010106,2019,0.509
S01010107,2019,0.041
S01010108,2019,0.712
S01010109,2019,2.284
S01010110,2019,9.232
S01010111,2019,3.147
S01010112,2019,4.352
S01010113,2019,3.783
S01010114,2019,22.532
S01010115,2019,0.042
S01010116,2019,1.604
S01010117,2019,97.889
S01010118,2019,11.417
S01010119,2019,0.089
S01010120,2019,2.95
S01010121,2019,2.95
S01010122,2019,16.447
S01010123,2019,1.219
S01010124,2019,1.219
S01010125,2019,0.941
S01010126,2019,0.632
S01010127,2019,2.164
S01010128,2019,1.219
S01010129,2019,259.361
S01010130,2019,5.392
S01010131,2019,22.088
S01010132,2019,11.516
S01010133,2019,8.547
S01010134,2019,2.156
S01010135,2019,1.016
S01010136,2019,8.547
S01010137,2019,3.661
S01010138,2019,2.364
S01010139,2019,19.67
S01010140,2019,28.472
S01010141,2019,17.777
S01010142,2019,11.153
S01010143,2019,4.07
S01010144,2019,7.804
S01010145,2019,3.889
S01010146,2019,2.963
S01010147,2019,25.353
S01010148,2019,18.407
S01010149,2019,8.993
S01010150,2019,4.078
S01010151,2019,0.841
S01010152,2019,16.511
S01010153,2019,7.914
S01010154,2019,6.732
S01010155,2019,2.892
S01010156,2019,5.216
S01010157,2019,0.053
S01010158,2019,4.071
S01010159,2019,6.396
S01010160,2019,2.428
S01010161,2019,4.418
S01010162,2019,6.396
S01010163,2019,3.965
S01010164,2019,1.581
S01010165,2019,3.591
S01010166,2019,4.987
S01010167,2019,3.13
S01010168,2019,6.548
S01010169,2019,21.278
S01010170,2019,0.744
S01010171,2019,48.345
S01010172,2019,2.715
S01010173,2019,1.353
S01010174,2019,55.938
S01010175,2019,5.231
S01010176,2019,1.883
S01010177,2019,3.902
S01010178,2019,1.692
S01010179,2019,5.509
S01010180,2019,3.606
S01010181,2019,1.873
S01010182,2019,1.324
S01010183,2019,1.344
S01010184,2019,3.246
S01010185,2019,11.907
S01010186,2019,1.097
S01010187,2019,2.135
S01010188,2019,21.009
S01010189,2019,6.569
S01010190,2019,6.123
S01010191,2019,4.287
S01010192,2019,2.239
S01010193,2019,60.012
S01010194,2019,2.372
S01010195,2019,1.562
S01010196,2019,5.975
S01010197,2019,1.067
S01010198,2019,3.519
S01010199,2019,7.519
S01010200,2019,5.177
S01010201,2019,2.258
S01010202,2019,3.319
S01010203,2019,0.469
S01010204,2019,1.584
S01010205,2019,0.469
S01010206,2019,0.0
S01010207,2019,1.584
S01010208,2019,66.686
S01010209,2019,36.092
S01010210,2019,36.092
S01010211,2019,36.092
S01010212,2019,43.725
S01010213,2019,1.119
S01010214,2019,1.701
S01010215,2019,12.009
S01010216,2019,0.805
S01010217,2019,0.497
S01010218,2019,1.793
S01010219,2019,1.876
S01010220,2019,204.247
S01010221,2019,29.599
S01010222,2019,38.063
S01010223,2019,22.411
S01010224,2019,68.179
S01010225,2019,258.023
S01010226,2019,0.0
S01010227,2019,7.906
S01010228,2019,31.107
S01010229,2019,36.467
S01010230,2019,3.463
S01010231,2019,6.72
S01010232,2019,4.604
S01010233,2019,2.055
S01010234,2019,36.316
S01010235,2019,458.622
S01010236,2019,2.533
S01010237,2019,4.1
S01010238,2019,11.679
S01010239,2019,0.644
S01010240,2019,3.306
S01010241,2019,8.927
S01010242,2019,1.669
S01010243,2019,1.61
S01010244,2019,25.293
S01010245,2019,20.772
S01010246,2019,0.056
S01010247,2019,1.235
S01010248,2019,3.388
S01010249,2019,8.516
S01010250,2019,5.436
S01010251,2019,3.422
S01010252,2019,4.111
S01010253,2019,1.517
S01010254,2019,57.476
S01010255,2019,2.372
S01010256,2019,3.378
S01010257,2019,57.476
S01010258,2019,10.798
S01010259,2019,56.442
S01010260,2019,617.226
S01010261,2019,292.623
S01010262,2019,433.448
S01010263,2019,56.442
S01010264,2019,73.397
S01010265,2019,230.393
S01010266,2019,7.869
S01010267,2019,572.585
S01010268,2019,2.14
S01010269,2019,2.257
S01010270,2019,301.147
S01010271,2019,192.725
S01010272,2019,1481.508
S01010273,2019,510.958
S01010274,2019,516.3
S01010275,2019,4080.241
S01010276,2019,216.277
S01010277,2019,21.411
S01010278,2019,4.121
S01010279,2019,22.63
S01010280,2019,380.108
S01010281,2019,24.236
S01010282,2019,10.607
S01010283,2019,429.098
S01010284,2019,142.634
S01010285,2019,14.415
S01010286,2019,14.382
S01010287,2019,22.849
S01010288,2019,142.634
S01010289,2019,96.479
S01010290,2019,21.506
S01010291,2019,14.553
S01010292,2019,7.796
S01010293,2019,5.787
S01010294,2019,4.73
S01010295,2019,8.436
S01010296,2019,36.377
S01010297,2019,72.095
S01010298,2019,7.731
S01010299,2019,6.987
S01010300,2019,5.437
S01010301,2019,18.043
S01010302,2019,1.794
S01010303,2019,5.219
S01010304,2019,5.219
S01010305,2019,5.248
S01010306,2019,2.67
S01010307,2019,1.79
S01010308,2019,27.989
S01010309,2019,2.524
S01010310,2019,5.717
S01010311,2019,13.257
S01010312,2019,6.972
S01010313,2019,4.202
S01010314,2019,33.083
S01010315,2019,3.743
S01010316,2019,4.902
S01010317,2019,8.444
S01010318,2019,4.044
S01010319,2019,10.3
S01010320,2019,5.921
S01010321,2019,36.982
S01010322,2019,12.885
S01010323,2019,16.243
S01010324,2019,9.72
S01010325,2019,1.05
S01010326,2019,9.72
S01010327,2019,9.72
S01010328,2019,83.894
S01010329,2019,1.137
S01010330,2019,1.205
S01010331,2019,2.353
S01010332,2019,3.551
S01010333,2019,6.059
S01010334,2019,35.927
S01010335,2019,19.159
S01010336,2019,0.919
S01010337,2019,0.919
S01010338,2019,2.817
S01010339,2019,1.054
S01010340,2019,20.669
S01010341,2019,1.11
S01010342,2019,1.867
S01010343,2019,1.166
S01010344,2019,2.974
S01010345,2019,20.669
S01010346,2019,6.22
S01010347,2019,136.476
S01010348,2019,3.356
S01010349,2019,3.291
S01010350,2019,4.064
S01010351,2019,3.129
S01010352,2019,1.375
S01010353,2019,4.064
S01010354,2019,4.693
S01010355,2019,1.119
S01010356,2019,3.288
S01010357,2019,4.693
S01010358,2019,3.081
S01010359,2019,20.896
S01010360,2019,12.613
S01010361,2019,1.257
S01010362,2019,5.333
S01010363,2019,0.491
S01010364,2019,2.437
S01010365,2019,20.207
S01010366,2019,9.516
S01010367,2019,8.476
S01010368,2019,7.814
S01010369,2019,6.777
S01010370,2019,12.941
S01010371,2019,12.597
S01010372,2019,4.243
S01010373,2019,4.766
S01010374,2019,6.185
S01010375,2019,166.187
S01010376,2019,8.127
S01010377,2019,10.439
S01010378,2019,3.236
S01010379,2019,166.187
S01010380,2019,9.423
S01010381,2019,8.105
S01010382,2019,21.656
S01010383,2019,4.481
S01010384,2019,45.933
S01010385,2019,0.125
S01010386,2019,34.94
S01010387,2019,11.789
S01010388,2019,20.613
S01010389,2019,13.022
S01010390,2019,2.4
S01010391,2019,11.079
S01010392,2019,5.231
S01010393,2019,13.989
S01010394,2019,2.517
S01010395,2019,5.172
S01010396,2019,11.909
S01010397,2019,4.18
S01010398,2019,12.954
S01010399,2019,3.401
S01010400,2019,9.399
S01010401,2019,12.176
S01010402,2019,5.566
S01010403,2019,7.198
S01010404,2019,17.482
S01010405,2019,6.516
S01010406,2019,5.354
S01010407,2019,33.033
S01010408,2019,6.53
S01010409,2019,3.3
S01010410,2019,6.663
S01010411,2019,16.888
S01010412,2019,150.405
S01010413,2019,150.405
S01010414,2019,17.583
S01010415,2019,4.392
S01010416,2019,13.56
S01010417,2019,7.451
S01010418,2019,8.813
S01010419,2019,3.369
S01010420,2019,6.244
S01010421,2019,3.611
S01010422,2019,3.896
S01010423,2019,4.517
S01010424,2019,34.642
S01010425,2019,8.723
S01010426,2019,2.207
S01010427,2019,3.749
S01010428,2019,2.699
S01010429,2019,4.531
S01010430,2019,3.876
S01010431,2019,3.992
S01010432,2019,5.034
S01010433,2019,4.103
S01010434,2019,0.125
S01010435,2019,12.41
S01010436,2019,229.482
S01010437,2019,3.148
S01010438,2019,8.321
S01010439,2019,2.535
S01010440,2019,9.211
S01010441,2019,2.174
S01010442,2019,1.646
S01010443,2019,2.371
S01010444,2019,2.065
S01010445,2019,14.334
S01010446,2019,2.966
S01010447,2019,2.096
S01010448,2019,3.122
S01010449,2019,1.5
S01010450,2019,2.722
S01010451,2019,3.565
S01010452,2019,8.405
S01010453,2019,1.045
S01010454,2019,1.045
S01010455,2019,2.358
S01010456,2019,2.275
S01010457,2019,1.51
S01010458,2019,3.204
S01010459,2019,3.017
S01010460,2019,1.552
S01010461,2019,3.684
S01010462,2019,2.047
S01010463,2019,4.146
S01010464,2019,2.047
S01010465,2019,18.21
S01010466,2019,5.992
S01010467,2019,4.9
S01010468,2019,2.29
S01010469,2019,26.085
S01010470,2019,2.284
S01010471,2019,9.274
S01010472,2019,8.607
S01010473,2019,4.405
S01010474,2019,1.447
S01010475,2019,6.642
S01010476,2019,23.228
S01010477,2019,9.955
S01010478,2019,1.617
S01010479,2019,0.767
S01010480,2019,9.319
S01010481,2019,1.992
S01010482,2019,1.643
S01010483,2019,2.091
S01010484,2019,1.359
S01010485,2019,2.857
S01010486,2019,31.717
S01010487,2019,5.147
S01010488,2019,2.413
S01010489,2019,97.611
S01010490,2019,0.793
S01010491,2019,2.083
S01010492,2019,3.574
S01010493,2019,0.063
S01010494,2019,3.574
S01010495,2019,1.432
S01010496,2019,9.405
S01010497,2019,7.248
S01010498,2019,5.833
S01010499,2019,46.15
S01010500,2019,2.369
S01010501,2019,1.175
S01010502,2019,1.175
S01010503,2019,4.579
S01007409,2020,97.329
S01007410,2020,2.483
S01007411,2020,8.79
S01007412,2020,1.181
S01007413,2020,2.901
S01007414,2020,1.181
S01007415,2020,6.235
S01007416,2020,1.108
S01007417,2020,0.27
S01007418,2020,2.915
S01007419,2020,3.792
S01007420,2020,315.393
S01007421,2020,2.227
S01007422,2020,4.348
S01007423,2020,4.401
S01007424,2020,1.563
S01007425,2020,0.992
S01007426,2020,2.936
S01007427,2020,1.048
S01007428,2020,10.778
S01007429,2020,7.425
S01007430,2020,7.425
S01007431,2020,19.326
S01007432,2020,12.538
S01007433,2020,4.279
S01007434,2020,3.095
S01007435,2020,19.527
S01007436,2020,7.178
S01007437,2020,1.369
S01007438,2020,1.852
S01007439,2020,7.384
S01007440,2020,1.484
S01007441,2020,1.858
S01007442,2020,2.226
S01007443,2020,3.888
S01007444,2020,27.014
S01007445,2020,3.273
S01007446,2020,4.306
S01007447,2020,7.095
S01007448,2020,5.081
S01007449,2020,2.104
S01007450,2020,4.751
S01007451,2020,1.354
S01007452,2020,6.098
S01007453,2020,7.995
S01007454,2020,7.502
S01007455,2020,10.546
S01007456,2020,1.663
S01007457,2020,17.607
S01007458,2020,3.454
S01007459,2020,2.008
S01007460,2020,66.049
S01007461,2020,14.25
S01007462,2020,14.225
S01007463,2020,6.721
S01007464,2020,1.269
S01007465,2020,6.721
S01007466,2020,221.647
S01007467,2020,12.729
S01007468,2020,1.062
S01007469,2020,1.576
S01007470,2020,4.62
S01007471,2020,1.262
S01007472,2020,0.046
S01007473,2020,1.025
S01007474,2020,2.347
S01007475,2020,2.406
S01007476,2020,28.526
S01007477,2020,3.415
S01007478,2020,16.928
S01007479,2020,5.987
S01007480,2020,16.419
S01007481,2020,1.255
S01007482,2020,2.668
S01007483,2020,1.197
S01007484,2020,3.824
S01007485,2020,1.593
S01007486,2020,3.451
S01007487,2020,34.352
S01007488,2020,30.343
S01007489,2020,10.133
S01007490,2020,7.5
S01007491,2020,4.325
S01007492,2020,123.791
S01007493,2020,1.54
S01007494,2020,8.404
S01007495,2020,9.529
S01007496,2020,10.94
S01007497,2020,8.476
S01007498,2020,61.687
S01007499,2020,11.379
S01007500,2020,6.501
S01007501,2020,7.973
S01007502,2020,5.404
S01007503,2020,19.234
S01007504,2020,6.144
S01007505,2020,9.114
S01007506,2020,11.694
S01007507,2020,3.463
S01007508,2020,7.615
S01007509,2020,9.013
S01007510,2020,23.736
S01007511,2020,7.829
S01007512,2020,7.302
S01007513,2020,7.924
S01007514,2020,34.825
S01007515,2020,8.206
S01007516,2020,2.661
S01007517,2020,4.592
S01007518,2020,9.177
S01007519,2020,10.132
S01007520,2020,7.949
S01007521,2020,16.177
S01007522,2020,18.117
S01007523,2020,10.554
S01007524,2020,47.39
S01007525,2020,3.635
S01007526,2020,16.961
S01007527,2020,6.289
S01007528,2020,8.349
S01007529,2020,4.576
S01007530,2020,17.23
S01007531,2020,15.099
S01007532,2020,8.979
S01007533,2020,10.631
S01007534,2020,19.618
S01007535,2020,23.226
S01007536,2020,19.558
S01007537,2020,14.447
S01007538,2020,22.875
S01007539,2020,3.765
S01007540,2020,6.876
S01007541,2020,4.596
S01007542,2020,4.742
S01007543,2020,4.935
S01007544,2020,24.801
S01007545,2020,17.143
S01007546,2020,25.844
S01007547,2020,94.315
S01007548,2020,5.107
S01007549,2020,3.916
S01007550,2020,11.818
S01007551,2020,94.315
S01007552,2020,4.098
S01007553,2020,38.861
S01007554,2020,1.023
S01007555,2020,25.595
S01007556,2020,7.343
S01007557,2020,2.336
S01007558,2020,2.599
S01007559,2020,133.729
S01007560,2020,133.729
S01007561,2020,6.469
S01007562,2020,7.695
S01007563,2020,7.695
S01007564,2020,6.001
S01007565,2020,12.318
S01007566,2020,14.594
S01007567,2020,13.139
S01007568,2020,7.9
S01007569,2020,10.47
S01007570,2020,32.965
S01007571,2020,12.457
S01007572,2020,6.28
S01007573,2020,2.629
S01007574,2020,1.459
S01007575,2020,4.379
S01007576,2020,3.818
S01007577,2020,0.248
S01007578,2020,3.281
S01007579,2020,0.248
S01007580,2020,5.177
S01007581,2020,3.281
S01007582,2020,4.167
S01007583,2020,4.167
S01007584,2020,4.767
S01007585,2020,136.382
S01007586,2020,11.303
S01007587,2020,16.171
S01007588,2020,7.145
S01007589,2020,2.874
S01007590,2020,2.124
S01007591,2020,2.765
S01007592,2020,2.148
S01007593,2020,14.07
S01007594,2020,20.303
S01007595,2020,37.749
S01007596,2020,8.767
S01007597,2020,6.802
S01007598,2020,42.415
S01007599,2020,98.118
S01007600,2020,65.784
S01007601,2020,5.304
S01007602,2020,4.333
S01007603,2020,2.153
S01007604,2020,2.192
S01007605,2020,1.851
S01007606,2020,1.755
S01007607,2020,2.89
S01007608,2020,1.779
S01007609,2020,11.251
S01007610,2020,44.649
S01007611,2020,13.253
S01007612,2020,182.236
S01007613,2020,50.705
S01007614,2020,24.719
S01007615,2020,33.817
S01007616,2020,2.771
S01007617,2020,2.095
S01007618,2020,2.073
S01007619,2020,1.577
S01007620,2020,22.719
S01007621,2020,2.073
S01007622,2020,3.453
S01007623,2020,20.135
S01007624,2020,0.199
S01007625,2020,26.87
S01007626,2020,20.135
S01007627,2020,36.722
S01007628,2020,53.186
S01007629,2020,10.982
S01007630,2020,18.21
S01007631,2020,6.362
S01007632,2020,10.177
S01007633,2020,4.783
S01007634,2020,102.588
S01007635,2020,6.476
S01007636,2020,20.978
S01007637,2020,5.182
S01007638,2020,16.76
S01007639,2020,35.676
S01007640,2020,81.999
S01007641,2020,7.77
S01007642,2020,9.711
S01007643,2020,11.393
S01007644,2020,5.345
S01007645,2020,11.584
S01007646,2020,9.523
S01007647,2020,15.293
S01007648,2020,9.477
S01007649,2020,1.709
S01007650,2020,8.331
S01007651,2020,7.631
S01007652,2020,5.793
S01007653,2020,8.13
S01007654,2020,13.001
S01007655,2020,16.556
S01007656,2020,67.44
S01007657,2020,7.042
S01007658,2020,10.991
S01007659,2020,67.44
S01007660,2020,4.457
S01007661,2020,33.604
S01007662,2020,42.35
S01007663,2020,6.296
