indicator,areacd,areanm,geography,observation,unit,measure,period,lower_confidence_interval_95,upper_confidence_interval_95,observation_status
inward-foreign-direct-investment-fdi,tlc2,northumberland-and-tyne-and-wear,itl-level-2,20486.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlc2,northumberland-and-tyne-and-wear,itl-level-2,9197.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlc2,northumberland-and-tyne-and-wear,itl-level-2,11303.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlc2,northumberland-and-tyne-and-wear,itl-level-2,10261.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlc2,northumberland-and-tyne-and-wear,itl-level-2,11433.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,e47000011,north-of-tyne,combined-authority-or-city-region,4691.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,e47000011,north-of-tyne,combined-authority-or-city-region,5820.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,e47000011,north-of-tyne,combined-authority-or-city-region,4099.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,e47000011,north-of-tyne,combined-authority-or-city-region,3240.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,e47000011,north-of-tyne,combined-authority-or-city-region,3067.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,e47000011,north-of-tyne,combined-authority-or-city-region,5313.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,e47000011,north-of-tyne,combined-authority-or-city-region,5800.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tld,north-west,itl-level-1,80451.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tld,north-west,itl-level-1,90384.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tld,north-west,itl-level-1,77556.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tld,north-west,itl-level-1,94029.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tld,north-west,itl-level-1,122856.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tld,north-west,itl-level-1,68719.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tld,north-west,itl-level-1,80222.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tld1,cumbria,itl-level-2,4584.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tld1,cumbria,itl-level-2,3874.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tld1,cumbria,itl-level-2,5245.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tld1,cumbria,itl-level-2,1749.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tld1,cumbria,itl-level-2,1776.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tld1,cumbria,itl-level-2,1992.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tld1,cumbria,itl-level-2,4630.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tld3,greater-manchester,itl-level-2,34208.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tld3,greater-manchester,itl-level-2,34182.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tld3,greater-manchester,itl-level-2,43452.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tld3,greater-manchester,itl-level-2,41792.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tld3,greater-manchester,itl-level-2,28770.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tld3,greater-manchester,itl-level-2,33188.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tld3,greater-manchester,itl-level-2,29006.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,e47000001,greater-manchester,combined-authority-or-city-region,28770.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,e47000001,greater-manchester,combined-authority-or-city-region,33188.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,e47000001,greater-manchester,combined-authority-or-city-region,29006.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,e47000001,greater-manchester,combined-authority-or-city-region,34182.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,e47000001,greater-manchester,combined-authority-or-city-region,34208.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,e47000001,greater-manchester,combined-authority-or-city-region,41792.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,e47000001,greater-manchester,combined-authority-or-city-region,43452.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tld4,lancashire,itl-level-2,9716.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tld4,lancashire,itl-level-2,37193.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tld4,lancashire,itl-level-2,9416.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tld4,lancashire,itl-level-2,10877.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tld4,lancashire,itl-level-2,9190.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tld4,lancashire,itl-level-2,29207.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tld4,lancashire,itl-level-2,10528.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tld6,cheshire,itl-level-2,21325.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tld6,cheshire,itl-level-2,24838.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tld6,cheshire,itl-level-2,21896.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tld6,cheshire,itl-level-2,29176.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tld6,cheshire,itl-level-2,9807.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tld6,cheshire,itl-level-2,20784.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tld6,cheshire,itl-level-2,41288.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tld7,merseyside,itl-level-2,11738.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tld7,merseyside,itl-level-2,6645.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tld7,merseyside,itl-level-2,6474.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tld7,merseyside,itl-level-2,9150.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tld7,merseyside,itl-level-2,8568.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tld7,merseyside,itl-level-2,10067.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tld7,merseyside,itl-level-2,7888.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,e47000004,liverpool-city-region,combined-authority-or-city-region,10067.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,e47000004,liverpool-city-region,combined-authority-or-city-region,11738.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,e47000004,liverpool-city-region,combined-authority-or-city-region,7888.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,e47000004,liverpool-city-region,combined-authority-or-city-region,8568.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,e47000004,liverpool-city-region,combined-authority-or-city-region,6645.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,e47000004,liverpool-city-region,combined-authority-or-city-region,6474.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,e47000004,liverpool-city-region,combined-authority-or-city-region,9150.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tle,yorkshire-and-the-humber,itl-level-1,64870.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tle,yorkshire-and-the-humber,itl-level-1,53253.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tle,yorkshire-and-the-humber,itl-level-1,53814.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tle,yorkshire-and-the-humber,itl-level-1,36906.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tle,yorkshire-and-the-humber,itl-level-1,37220.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tle,yorkshire-and-the-humber,itl-level-1,50260.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tle,yorkshire-and-the-humber,itl-level-1,80922.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tle1,east-yorkshire-and-northern-lincolnshire,itl-level-2,18174.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tle1,east-yorkshire-and-northern-lincolnshire,itl-level-2,9924.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tle1,east-yorkshire-and-northern-lincolnshire,itl-level-2,11477.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tle1,east-yorkshire-and-northern-lincolnshire,itl-level-2,12607.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tle1,east-yorkshire-and-northern-lincolnshire,itl-level-2,5647.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tle1,east-yorkshire-and-northern-lincolnshire,itl-level-2,10249.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tle1,east-yorkshire-and-northern-lincolnshire,itl-level-2,10235.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tle2,north-yorkshire,itl-level-2,6067.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tle2,north-yorkshire,itl-level-2,4292.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tle2,north-yorkshire,itl-level-2,3717.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tle2,north-yorkshire,itl-level-2,3241.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tle2,north-yorkshire,itl-level-2,11222.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tle2,north-yorkshire,itl-level-2,5863.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tle2,north-yorkshire,itl-level-2,7508.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tle3,south-yorkshire,itl-level-2,13624.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tle3,south-yorkshire,itl-level-2,13914.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tle3,south-yorkshire,itl-level-2,13672.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tle3,south-yorkshire,itl-level-2,8543.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tle3,south-yorkshire,itl-level-2,7404.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tle3,south-yorkshire,itl-level-2,7698.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tle3,south-yorkshire,itl-level-2,10033.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,e47000002,south-yorkshire,combined-authority-or-city-region,8543.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,e47000002,south-yorkshire,combined-authority-or-city-region,7698.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,e47000002,south-yorkshire,combined-authority-or-city-region,13672.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,e47000002,south-yorkshire,combined-authority-or-city-region,7404.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,e47000002,south-yorkshire,combined-authority-or-city-region,10033.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,e47000002,south-yorkshire,combined-authority-or-city-region,13914.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,e47000002,south-yorkshire,combined-authority-or-city-region,13624.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tle4,west-yorkshire,itl-level-2,41616.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tle4,west-yorkshire,itl-level-2,32282.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tle4,west-yorkshire,itl-level-2,23482.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tle4,west-yorkshire,itl-level-2,22310.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tle4,west-yorkshire,itl-level-2,16337.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tle4,west-yorkshire,itl-level-2,14327.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tle4,west-yorkshire,itl-level-2,31778.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,e47000003,west-yorkshire,combined-authority-or-city-region,22310.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,e47000003,west-yorkshire,combined-authority-or-city-region,16337.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,e47000003,west-yorkshire,combined-authority-or-city-region,32282.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,e47000003,west-yorkshire,combined-authority-or-city-region,31778.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,e47000003,west-yorkshire,combined-authority-or-city-region,23482.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,e47000003,west-yorkshire,combined-authority-or-city-region,14327.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,e47000003,west-yorkshire,combined-authority-or-city-region,41616.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlf,east-midlands,itl-level-1,37102.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlf,east-midlands,itl-level-1,36572.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlf,east-midlands,itl-level-1,42273.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlf,east-midlands,itl-level-1,52283.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlf,east-midlands,itl-level-1,58474.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlf,east-midlands,itl-level-1,55379.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlf,east-midlands,itl-level-1,56699.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlf1,derbyshire-and-nottinghamshire,itl-level-2,27895.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlf1,derbyshire-and-nottinghamshire,itl-level-2,23342.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlf1,derbyshire-and-nottinghamshire,itl-level-2,19202.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlf1,derbyshire-and-nottinghamshire,itl-level-2,21112.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlf1,derbyshire-and-nottinghamshire,itl-level-2,20943.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlf1,derbyshire-and-nottinghamshire,itl-level-2,31908.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlf1,derbyshire-and-nottinghamshire,itl-level-2,31418.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlf2,leicestershire-rutland-and-northamptonshire,itl-level-2,18116.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlf2,leicestershire-rutland-and-northamptonshire,itl-level-2,12654.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlf2,leicestershire-rutland-and-northamptonshire,itl-level-2,19419.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlf2,leicestershire-rutland-and-northamptonshire,itl-level-2,23920.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlf2,leicestershire-rutland-and-northamptonshire,itl-level-2,23606.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlf2,leicestershire-rutland-and-northamptonshire,itl-level-2,12790.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlf2,leicestershire-rutland-and-northamptonshire,itl-level-2,22594.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlf3,lincolnshire,itl-level-2,5199.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlf3,lincolnshire,itl-level-2,5355.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlf3,lincolnshire,itl-level-2,4462.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlf3,lincolnshire,itl-level-2,5020.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlf3,lincolnshire,itl-level-2,3652.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlf3,lincolnshire,itl-level-2,2806.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlf3,lincolnshire,itl-level-2,3369.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlg,west-midlands,itl-level-1,62431.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlg,west-midlands,itl-level-1,63033.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlg,west-midlands,itl-level-1,55278.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlg,west-midlands,itl-level-1,57337.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlg,west-midlands,itl-level-1,60836.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlg,west-midlands,itl-level-1,91384.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlg,west-midlands,itl-level-1,88319.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlg1,herefordshire-worcestershire-and-warwickshire,itl-level-2,13523.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlg1,herefordshire-worcestershire-and-warwickshire,itl-level-2,14429.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlg1,herefordshire-worcestershire-and-warwickshire,itl-level-2,11908.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlg1,herefordshire-worcestershire-and-warwickshire,itl-level-2,18928.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlg1,herefordshire-worcestershire-and-warwickshire,itl-level-2,10215.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlg1,herefordshire-worcestershire-and-warwickshire,itl-level-2,17247.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlg1,herefordshire-worcestershire-and-warwickshire,itl-level-2,11599.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlg2,shropshire-and-staffordshire,itl-level-2,12534.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlg2,shropshire-and-staffordshire,itl-level-2,13054.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlg2,shropshire-and-staffordshire,itl-level-2,8975.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlg2,shropshire-and-staffordshire,itl-level-2,13536.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlg2,shropshire-and-staffordshire,itl-level-2,13494.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlg2,shropshire-and-staffordshire,itl-level-2,9569.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlg2,shropshire-and-staffordshire,itl-level-2,13018.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlg3,west-midlands,itl-level-2,37815.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlg3,west-midlands,itl-level-2,25355.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlg3,west-midlands,itl-level-2,39954.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlg3,west-midlands,itl-level-2,60354.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlg3,west-midlands,itl-level-2,60642.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlg3,west-midlands,itl-level-2,36976.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlg3,west-midlands,itl-level-2,35494.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,e47000007,west-midlands,combined-authority-or-city-region,35494.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,e47000007,west-midlands,combined-authority-or-city-region,36976.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,e47000007,west-midlands,combined-authority-or-city-region,37815.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,e47000007,west-midlands,combined-authority-or-city-region,25355.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,e47000007,west-midlands,combined-authority-or-city-region,60642.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,e47000007,west-midlands,combined-authority-or-city-region,60354.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,e47000007,west-midlands,combined-authority-or-city-region,39954.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlh,east-of-england,itl-level-1,86487.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlh,east-of-england,itl-level-1,90480.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlh,east-of-england,itl-level-1,53318.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlh,east-of-england,itl-level-1,84770.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlh,east-of-england,itl-level-1,86969.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlh,east-of-england,itl-level-1,80330.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlh,east-of-england,itl-level-1,63442.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlh1,east-anglia,itl-level-2,36351.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlh1,east-anglia,itl-level-2,32396.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlh1,east-anglia,itl-level-2,28031.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlh1,east-anglia,itl-level-2,26516.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlh1,east-anglia,itl-level-2,28574.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlh1,east-anglia,itl-level-2,24466.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlh1,east-anglia,itl-level-2,28140.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,e47000008,cambridgeshire-and-peterborough,combined-authority-or-city-region,13543.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,e47000008,cambridgeshire-and-peterborough,combined-authority-or-city-region,14926.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,e47000008,cambridgeshire-and-peterborough,combined-authority-or-city-region,19158.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,e47000008,cambridgeshire-and-peterborough,combined-authority-or-city-region,19607.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,e47000008,cambridgeshire-and-peterborough,combined-authority-or-city-region,14058.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,e47000008,cambridgeshire-and-peterborough,combined-authority-or-city-region,12589.0,£ million,Pounds,2015,,,
