AREANM,AREACD,Period,Observation
lisbellaw,95pp15w1,2016,16.662
lisnarrick,95pp16w1,2016,26.887
lisnaskea,95pp17w1,2016,45.183
maguires-bridge,95pp18w1,2016,29.592
newtownbutler,95pp19w1,2016,16.823
portora,95pp20w1,2016,171.357
rosslea,95pp21w1,2016,13.293
rossorry,95pp22w1,2016,25.188
tempo,95pp23w1,2016,22.294
antiville,95qq01w1,2016,11.995
ballycarry,95qq02w1,2016,12.759
ballyloran,95qq03w1,2016,2.317
blackcave,95qq04w1,2016,43.216
carncastle,95qq05w1,2016,12.964
carnlough,95qq06w1,2016,13.737
central_larne,95qq07w1,2016,71.569
craigy-hill,95qq08w1,2016,2.453
gardenmore,95qq09w1,2016,13.149
glenarm,95qq10w1,2016,43.216
glynn,95qq11w1,2016,8.747
harbour,95qq12w1,2016,98.028
island-magee,95qq13w1,2016,48.543
kilwaughter_1,95qq14s1,2016,53.104
kilwaughter_2,95qq14s2,2016,38.318
town-parks,95qq15w1,2016,52.753
aghanloo_1,95rr01s1,2016,11.308
aghanloo_2,95rr01s2,2016,25.389
ballykelly,95rr02w1,2016,18.771
coolessan,95rr03w1,2016,17.628
dungiven,95rr04w1,2016,19.985
enagh_1_limavady,95rr05s1,2016,7.053
enagh_2_limavady,95rr05s2,2016,22.591
feeny,95rr06w1,2016,17.653
forest,95rr07w1,2016,13.06
glack,95rr08w1,2016,14.762
gresteel_1,95rr09s1,2016,26.292
gresteel_2,95rr09s2,2016,4.751
greystone_limavady,95rr10w1,2016,2.839
magilligan,95rr11w1,2016,49.412
rathbrady,95rr12w1,2016,7.446
roeside,95rr13w1,2016,70.116
the-highlands,95rr14w1,2016,17.532
upper-glenshane,95rr15w1,2016,32.19
ballinderry_1,95ss01s1,2016,87.87
ballinderry_2,95ss01s2,2016,18.179
ballymacash_1,95ss02s1,2016,12.656
ballymacash_2,95ss02s2,2016,21.031
ballymacbrennan_1,95ss03s1,2016,21.053
ballymacbrennan_2,95ss03s2,2016,42.319
ballymacoss_1,95ss04s1,2016,14.353
ballymacoss_2,95ss04s2,2016,5.657
ballymacoss_3,95ss04s3,2016,44.108
blaris_1,95ss05s1,2016,21.932
blaris_2,95ss05s2,2016,156.61
collin-glen_1,95ss06s1,2016,29.655
collin-glen_2,95ss06s2,2016,3.226
collin-glen_3,95ss06s3,2016,1.331
derryaghy_1,95ss07s1,2016,10.979
derryaghy_2,95ss07s2,2016,3.445
derryaghy_3,95ss07s3,2016,129.682
dromara_1,95ss08s1,2016,19.638
dromara_2,95ss08s2,2016,28.693
drumbo_1,95ss09s1,2016,12.67
drumbo_2,95ss09s2,2016,23.117
dunmurry_1,95ss10s1,2016,16.851
dunmurry_2,95ss10s2,2016,94.418
glenavy_1,95ss11s1,2016,16.886
glenavy_2,95ss11s2,2016,25.468
harmony-hill,95ss12w1,2016,26.623
hilden_1,95ss13s1,2016,255.658
hilden_2,95ss13s2,2016,3.619
hillhall_1,95ss14s1,2016,29.406
hillhall_2,95ss14s2,2016,17.056
hillsborough_1,95ss15s1,2016,21.186
hillsborough_2,95ss15s2,2016,177.759
kilwee_1,95ss16s1,2016,10.839
kilwee_2,95ss16s2,2016,20.721
knockmore_1,95ss17s1,2016,377.516
knockmore_2,95ss17s2,2016,4.402
lagan-valley_1,95ss18s1,2016,7.418
lagan-valley_2,95ss18s2,2016,105.18
lambeg_1,95ss19s1,2016,6.27
lambeg_2,95ss19s2,2016,11.512
lisnagarvey,95ss20w1,2016,53.998
maghaberry_1,95ss21s1,2016,19.302
maghaberry_2,95ss21s2,2016,62.183
magheralave_1,95ss22s1,2016,4.93
magheralave_2,95ss22s2,2016,7.675
maze_1,95ss23s1,2016,42.192
maze_2,95ss23s2,2016,12.386
moira_1,95ss24s1,2016,35.145
moira_2,95ss24s2,2016,34.355
old-warren,95ss25w1,2016,14.373
poleglass_1,95ss26s1,2016,2.627
poleglass_2,95ss26s2,2016,5.323
seymour-hill,95ss27w1,2016,18.576
tonagh,95ss28w1,2016,63.887
twinbrook_1,95ss29s1,2016,3.226
twinbrook_2,95ss29s2,2016,0.815
wallace-park_1,95ss30s1,2016,58.175
wallace-park_2,95ss30s2,2016,16.675
ballymaguigan,95tt01w1,2016,178.211
bellaghy,95tt02w1,2016,47.11
castledawson_1,95tt03s1,2016,14.771
castledawson_2,95tt03s2,2016,30.382
draperstown,95tt04w1,2016,83.108
glebe_1_magherafelt,95tt05s1,2016,67.916
glebe_2_magherafelt,95tt05s2,2016,54.529
gulladuff,95tt06w1,2016,66.92
knockcloghrim,95tt07w1,2016,18.556
lecumpher,95tt08w1,2016,34.633
lower-glenshane_1,95tt09s1,2016,18.643
lower-glenshane_2,95tt09s2,2016,8.471
maghera,95tt10w1,2016,60.157
swatragh_1,95tt11s1,2016,20.535
swatragh_2,95tt11s2,2016,14.539
tobermore,95tt12w1,2016,34.074
town-parks-east_1,95tt13s1,2016,11.224
town-parks-east_2,95tt13s2,2016,24.897
town-parks-west,95tt14w1,2016,37.439
upperlands,95tt15w1,2016,18.688
valley,95tt16w1,2016,26.307
dalriada,95uu06w1,2016,9.639
glenariff,95uu09w1,2016,16.696
knocklayd,95uu14w1,2016,6.716
armoy_-_moss-side-and-moyarget,95uu99c1,2016,12.486
ballylough_-_bushmills,95uu99c2,2016,26.604
bonamargy-and-rathlin_-_glenshesk,95uu99c3,2016,32.226
carnmoon_-_dunseverick,95uu99c4,2016,22.642
glenaan_-_glendun,95uu99c5,2016,18.492
glentaisie_-_kinbane,95uu99c6,2016,30.439
annalong_1,95vv01s1,2016,16.919
annalong_2,95vv01s2,2016,11.197
ballybot,95vv02w1,2016,41.056
bessbrook,95vv03w1,2016,11.542
binnian,95vv04w1,2016,23.115
burren-and-kilbroney_1,95vv05s1,2016,14.452
burren-and-kilbroney_2,95vv05s2,2016,59.411
camlough,95vv06w1,2016,38.495
clonallan_1,95vv07s1,2016,112.88
clonallan_2,95vv07s2,2016,31.379
creggan,95vv08w1,2016,20.244
crossmaglen,95vv09w1,2016,23.032
daisy-hill_1,95vv10s1,2016,11.533
daisy-hill_2,95vv10s2,2016,157.933
derryleckagh_1,95vv11s1,2016,12.719
derryleckagh_2,95vv11s2,2016,24.181
derrymore_1,95vv12s1,2016,49.996
derrymore_2,95vv12s2,2016,8.291
donaghmore_1,95vv13s1,2016,13.299
donaghmore_2,95vv13s2,2016,72.253
drumalane_1,95vv14s1,2016,63.611
drumalane_2,95vv14s2,2016,37.519
drumgullion_1,95vv15s1,2016,54.696
drumgullion_2,95vv15s2,2016,121.642
fathom,95vv16w1,2016,57.851
forkhill_1,95vv17s1,2016,13.788
forkhill_2,95vv17s2,2016,9.727
kilkeel-central_1,95vv18s1,2016,171.581
kilkeel-central_2,95vv18s2,2016,28.521
kilkeel-south_1,95vv19s1,2016,9.624
kilkeel-south_2,95vv19s2,2016,13.306
lisnacree,95vv20w1,2016,21.692
mayobridge_1,95vv21s1,2016,18.697
mayobridge_2,95vv21s2,2016,8.32
newtownhamilton,95vv22w1,2016,49.996
rostrevor,95vv23w1,2016,32.912
seaview_1,95vv24s1,2016,11.645
seaview_2,95vv24s2,2016,8.174
silver-bridge_1,95vv25s1,2016,5.041
silver-bridge_2,95vv25s2,2016,6.203
spelga,95vv26w1,2016,28.98
st-mary-s,95vv27w1,2016,138.276
st-patrick-s_1,95vv28s1,2016,11.533
st-patrick-s_2,95vv28s2,2016,36.448
tullyhappy,95vv29w1,2016,129.112
windsor-hill_1,95vv30s1,2016,99.356
windsor-hill_2,95vv30s2,2016,18.412
abbey_1,95ww01s1,2016,34.6
abbey_2,95ww01s2,2016,16.629
ballyclare-north_1,95ww02s1,2016,13.988
ballyclare-north_2,95ww02s2,2016,11.476
ballyclare-south_1,95ww03s1,2016,40.921
ballyclare-south_2,95ww03s2,2016,8.195
ballyduff_1,95ww04s1,2016,2.918
ballyduff_2,95ww04s2,2016,5.859
ballyhenry_1,95ww05s1,2016,4.772
ballyhenry_2,95ww05s2,2016,11.638
ballynure_1,95ww06s1,2016,34.593
ballynure_2,95ww06s2,2016,20.154
ballyrobert_1,95ww07s1,2016,57.193
ballyrobert_2,95ww07s2,2016,34.144
burnthill_1,95ww08s1,2016,3.337
burnthill_2,95ww08s2,2016,4.554
carnmoney_1,95ww09s1,2016,9.301
carnmoney_2,95ww09s2,2016,7.232
cloughfern_1,95ww10s1,2016,7.521
cloughfern_2,95ww10s2,2016,16.629
collinbridge_1,95ww11s1,2016,8.385
collinbridge_2,95ww11s2,2016,48.103
coole,95ww12w1,2016,17.857
doagh_1,95ww13s1,2016,41.59
doagh_2,95ww13s2,2016,16.852
dunanney,95ww14w1,2016,35.853
glebe_1_newtownabbey,95ww15s1,2016,26.323
glebe_2_newtownabbey,95ww15s2,2016,5.652
glengormley_1,95ww16s1,2016,17.217
glengormley_2,95ww16s2,2016,7.085
hawthorne,95ww17w1,2016,18.443
hightown,95ww18w1,2016,21.491
jordanstown_1,95ww19s1,2016,13.314
jordanstown_2,95ww19s2,2016,7.923
jordanstown_3,95ww19s3,2016,11.656
mallusk_1,95ww20s1,2016,46.185
mallusk_2,95ww20s2,2016,555.826
mallusk_3,95ww20s3,2016,48.103
monkstown_1,95ww21s1,2016,61.584
monkstown_2,95ww21s2,2016,5.26
mossley_1,95ww22s1,2016,36.521
mossley_2,95ww22s2,2016,3.983
rostulla_1,95ww23s1,2016,20.189
rostulla_2,95ww23s2,2016,60.535
valley_1,95ww24s1,2016,69.522
valley_2,95ww24s2,2016,50.904
whitehouse,95ww25w1,2016,13.625
ballycrochan_1,95xx01s1,2016,8.051
ballycrochan_2,95xx01s2,2016,7.464
ballycrochan_3,95xx01s3,2016,4.44
ballyholme,95xx02w1,2016,18.137
ballymaconnell_1,95xx03s1,2016,14.95
ballymaconnell_2,95xx03s2,2016,9.405
ballymagee_1,95xx04s1,2016,4.4
ballymagee_2,95xx04s2,2016,7.116
bangor-castle,95xx05w1,2016,94.172
bloomfield_1_northdown,95xx06s1,2016,77.92
bloomfield_2_northdown,95xx06s2,2016,18.716
broadway_1,95xx07s1,2016,5.188
broadway_2,95xx07s2,2016,13.756
bryansburn_1,95xx08s1,2016,8.476
bryansburn_2,95xx08s2,2016,20.773
churchill_1,95xx09s1,2016,14.537
churchill_2,95xx09s2,2016,7.665
clandeboye_1,95xx10s1,2016,9.897
clandeboye_2,95xx10s2,2016,32.515
clandeboye_3,95xx10s3,2016,11.163
conlig_1,95xx11s1,2016,11.997
conlig_2,95xx11s2,2016,150.66
conlig_3,95xx11s3,2016,2.901
craigavad,95xx12w1,2016,29.065
crawfordsburn,95xx13w1,2016,16.738
cultra,95xx14w1,2016,33.836
dufferin,95xx15w1,2016,10.804
groomsport,95xx16w1,2016,11.741
harbour_1,95xx17s1,2016,62.457
harbour_2,95xx17s2,2016,12.892
holywood-demesne,95xx18w1,2016,131.206
holywood-priory,95xx19w1,2016,48.203
loughview_1,95xx20s1,2016,10.139
loughview_2,95xx20s2,2016,9.785
princetown,95xx21w1,2016,25.24
rathgael,95xx22w1,2016,9.146
silverstream,95xx23w1,2016,17.956
springhill_1,95xx24s1,2016,4.67
springhill_2,95xx24s2,2016,9.428
whitehill,95xx25w1,2016,4.15
beragh,95yy01w1,2016,149.773
camowen,95yy02w1,2016,21.206
clanabogan,95yy03w1,2016,23.783
coolnagard,95yy04w1,2016,52.61
dergmoney,95yy05w1,2016,91.949
dromore,95yy06w1,2016,71.048
drumnakilly,95yy07w1,2016,32.988
drumquin,95yy08w1,2016,24.095
drumragh,95yy09w1,2016,102.38
fairy-water,95yy10w1,2016,34.881
fintona,95yy11w1,2016,15.853
gortin,95yy12w1,2016,53.042
gortrush_1,95yy13s1,2016,6.8
gortrush_2,95yy13s2,2016,46.571
killyclogher_1,95yy14s1,2016,5.906
killyclogher_2,95yy14s2,2016,8.026
lisanelly_1,95yy15s1,2016,89.622
lisanelly_2,95yy15s2,2016,6.876
newtownsaville,95yy16w1,2016,28.094
owenkillew,95yy17w1,2016,16.632
sixmilecross,95yy18w1,2016,13.024
strule,95yy19w1,2016,38.991
termon,95yy20w1,2016,44.103
trillick,95yy21w1,2016,22.421
artigarvan,95zz01w1,2016,27.819
ballycolman,95zz02w1,2016,11.832
castlederg,95zz03w1,2016,28.294
clare,95zz04w1,2016,26.901
dunnamanagh,95zz05w1,2016,16.964
east,95zz06w1,2016,24.903
finn,95zz07w1,2016,20.075
glenderg,95zz08w1,2016,17.291
newtownstewart,95zz09w1,2016,39.359
north,95zz10w1,2016,84.323
plumbridge,95zz11w1,2016,11.52
sion-mills,95zz12w1,2016,11.753
slievekirk,95zz13w1,2016,16.405
south_1,95zz14s1,2016,33.057
south_2,95zz14s2,2016,6.882
victoria-bridge,95zz15w1,2016,31.947
west_1,95zz16s1,2016,4.716
west_2,95zz16s2,2016,42.415
aldergrove_1,95aa01s1,2017,172.19
aldergrove_2,95aa01s2,2017,74.551
aldergrove_3,95aa01s3,2017,54.217
balloo,95aa02w1,2017,27.361
ballycraigy,95aa03w1,2017,7.387
clady,95aa04w1,2017,67.392
cranfield,95aa05w1,2017,16.977
crumlin_1_antrim,95aa06s1,2017,22.896
crumlin_2_antrim,95aa06s2,2017,25.728
drumanaway,95aa07w1,2017,16.163
farranshane,95aa08w1,2017,75.187
fountain-hill,95aa09w1,2017,36.142
greystone_antrim,95aa10w1,2017,6.25
massereene_1,95aa11s1,2017,250.424
massereene_2,95aa11s2,2017,168.837
parkgate,95aa12w1,2017,18.06
randalstown_1,95aa13s1,2017,29.874
randalstown_2,95aa13s2,2017,35.275
shilvodan,95aa14w1,2017,18.457
springfarm_1,95aa15s1,2017,30.624
springfarm_2,95aa15s2,2017,196.184
steeple,95aa16w1,2017,5.83
stiles,95aa17w1,2017,4.039
templepatrick,95aa18w1,2017,40.854
toome,95aa19w1,2017,38.597
ballygowan_1,95bb01s1,2017,14.893
ballygowan_2,95bb01s2,2017,6.677
ballyrainey,95bb02w1,2017,97.086
ballywalter_1,95bb03s1,2017,9.062
ballywalter_2,95bb03s2,2017,23.472
bradshaw-s-brae_1,95bb04s1,2017,127.158
bradshaw-s-brae_2,95bb04s2,2017,33.489
carrowdore_1,95bb05s1,2017,11.645
carrowdore_2,95bb05s2,2017,15.645
central_ards,95bb06w1,2017,138.56
comber-east_1,95bb07s1,2017,30.051
comber-east_2,95bb07s2,2017,5.84
comber-north_1,95bb08s1,2017,7.342
comber-north_2,95bb08s2,2017,3.933
comber-west_1,95bb09s1,2017,39.761
comber-west_2,95bb09s2,2017,7.111
donaghadee-north_1,95bb10s1,2017,20.333
donaghadee-north_2,95bb10s2,2017,10.157
donaghadee-south_1,95bb11s1,2017,3.042
donaghadee-south_2,95bb11s2,2017,14.98
glen_1,95bb12s1,2017,4.544
glen_2,95bb12s2,2017,12.732
gregstown_1,95bb13s1,2017,9.8
gregstown_2,95bb13s2,2017,5.773
gregstown_3,95bb13s3,2017,3.232
killinchy_1,95bb14s1,2017,13.243
killinchy_2,95bb14s2,2017,20.97
kircubbin_1,95bb15s1,2017,15.322
kircubbin_2,95bb15s2,2017,12.215
lisbane_1,95bb16s1,2017,17.335
lisbane_2,95bb16s2,2017,19.085
loughries_1,95bb17s1,2017,5.139
loughries_2,95bb17s2,2017,13.375
millisle_1,95bb18s1,2017,9.075
millisle_2,95bb18s2,2017,16.057
movilla_1,95bb19s1,2017,17.387
movilla_2,95bb19s2,2017,5.113
movilla_3,95bb19s3,2017,5.058
portaferry_1,95bb20s1,2017,20.676
portaferry_2,95bb20s2,2017,8.385
portavogie_1,95bb21s1,2017,13.249
portavogie_2,95bb21s2,2017,13.339
scrabo_1,95bb22s1,2017,5.463
scrabo_2,95bb22s2,2017,97.086
whitespots_1,95bb23s1,2017,10.434
whitespots_2,95bb23s2,2017,4.945
abbey-park,95cc01w1,2017,87.316
ballymartrim,95cc02w1,2017,40.659
callan-bridge,95cc03w1,2017,62.257
carrigatuke,95cc04w1,2017,24.656
charlemont,95cc05w1,2017,61.058
demesne_1,95cc06s1,2017,31.453
demesne_2,95cc06s2,2017,7.738
derrynoose,95cc07w1,2017,51.102
downs,95cc08w1,2017,28.557
hamiltonsbawn_1,95cc09s1,2017,5.477
hamiltonsbawn_2,95cc09s2,2017,30.96
hockley,95cc10w1,2017,29.908
keady,95cc11w1,2017,26.177
killeen,95cc12w1,2017,76.807
killylea,95cc13w1,2017,26.944
laurelvale,95cc14w1,2017,17.537
loughgall,95cc15w1,2017,35.325
markethill,95cc16w1,2017,36.213
milford,95cc17w1,2017,27.049
observatory,95cc18w1,2017,55.519
poyntz-pass,95cc19w1,2017,34.21
rich-hill_1,95cc20s1,2017,5.672
rich-hill_2,95cc20s2,2017,9.53
tandragee,95cc21w1,2017,31.803
the-mall,95cc22w1,2017,74.715
academy,95dd01w1,2017,70.02
ahoghill_1,95dd02s1,2017,8.344
ahoghill_2,95dd02s2,2017,281.533
ardeevin,95dd03w1,2017,31.343
ballee,95dd04w1,2017,109.439
ballykeel,95dd05w1,2017,85.539
ballyloughan,95dd06w1,2017,7.093
broughshane_1,95dd07s1,2017,96.151
broughshane_2,95dd07s2,2017,11.206
castle-demesne,95dd08w1,2017,175.538
craigywarren,95dd09w1,2017,25.971
cullybackey,95dd10w1,2017,19.187
dunclug,95dd11w1,2017,14.048
dunminning,95dd12w1,2017,24.152
fair-green,95dd13w1,2017,44.507
galgorm_1,95dd14s1,2017,281.533
galgorm_2,95dd14s2,2017,32.499
glenravel,95dd15w1,2017,24.062
glenwhirry,95dd16w1,2017,73.965
grange,95dd17w1,2017,30.917
harryville,95dd18w1,2017,61.481
kells_1,95dd19s1,2017,13.432
kells_2,95dd19s2,2017,20.121
moat,95dd20w1,2017,17.146
park,95dd21w1,2017,50.606
portglenone_1,95dd22s1,2017,16.785
portglenone_2,95dd22s2,2017,13.906
slemish,95dd23w1,2017,54.477
summerfield,95dd24w1,2017,17.186
ballyhoe-and-corkey,95ee01w1,2017,16.993
benvardin,95ee02w1,2017,15.411
carnany,95ee03w1,2017,18.622
clogh-mills,95ee04w1,2017,26.628
dervock,95ee05w1,2017,37.019
dunloy,95ee06w1,2017,35.062
fairhill,95ee07w1,2017,26.796
glebe,95ee08w1,2017,49.686
killoquin-lower,95ee09w1,2017,19.923
killoquin-upper,95ee10w1,2017,19.628
knockaholet,95ee11w1,2017,9.226
newhill,95ee12w1,2017,9.851
route,95ee13w1,2017,55.46
seacon,95ee14w1,2017,15.981
stranocum,95ee15w1,2017,20.026
the-vow,95ee16w1,2017,14.202
ballydown_1,95ff01s1,2017,12.708
ballydown_2,95ff01s2,2017,60.683
ballyward,95ff02w1,2017,19.263
banbridge-west,95ff03w1,2017,7.115
bannside,95ff04w1,2017,40.818
dromore-north,95ff05w1,2017,17.526
dromore-south_1,95ff06s1,2017,17.258
dromore-south_2,95ff06s2,2017,9.781
edenderry,95ff07w1,2017,25.897
fort,95ff08w1,2017,59.516
gilford,95ff09w1,2017,16.75
gransha,95ff10w1,2017,19.843
katesbridge,95ff11w1,2017,20.717
lawrencetown,95ff12w1,2017,22.977
loughbrickland,95ff13w1,2017,26.829
quilly,95ff14w1,2017,58.064
rathfriland,95ff15w1,2017,27.719
seapatrick,95ff16w1,2017,25.385
the-cut,95ff17w1,2017,53.159
andersonstown_1,95gg01s1,2017,5.524
andersonstown_2,95gg01s2,2017,30.483
andersonstown_3,95gg01s3,2017,28.761
ardoyne_1,95gg02s1,2017,3.108
ardoyne_2,95gg02s2,2017,1.646
ardoyne_3,95gg02s3,2017,7.746
ballyhackamore_1,95gg03s1,2017,29.639
ballyhackamore_2,95gg03s2,2017,31.256
ballyhackamore_3,95gg03s3,2017,41.4
ballymacarrett_1,95gg04s1,2017,35.936
ballymacarrett_2,95gg04s2,2017,1.7
ballymacarrett_3,95gg04s3,2017,24.276
ballynafeigh_1,95gg05s1,2017,25.191
ballynafeigh_2,95gg05s2,2017,8.811
ballynafeigh_3,95gg05s3,2017,17.286
ballysillan_1,95gg06s1,2017,8.052
ballysillan_2,95gg06s2,2017,2.842
ballysillan_3,95gg06s3,2017,11.959
beechmount_1,95gg07s1,2017,18.728
beechmount_2,95gg07s2,2017,24.753
beechmount_3,95gg07s3,2017,5.652
bellevue_1,95gg08s1,2017,11.9
bellevue_2,95gg08s2,2017,16.57
bellevue_3,95gg08s3,2017,6.709
belmont_1,95gg09s1,2017,43.462
belmont_2,95gg09s2,2017,51.332
belmont_3,95gg09s3,2017,31.29
blackstaff_1,95gg10s1,2017,412.504
blackstaff_2,95gg10s2,2017,18.95
bloomfield_1_belfast,95gg11s1,2017,29.621
bloomfield_2_belfast,95gg11s2,2017,13.293
bloomfield_3_belfast,95gg11s3,2017,7.854
botanic_1,95gg12s1,2017,65.866
botanic_2,95gg12s2,2017,20.977
botanic_3,95gg12s3,2017,9.408
botanic_4,95gg12s4,2017,213.612
botanic_5,95gg12s5,2017,64.538
castleview_1,95gg13s1,2017,4.072
castleview_2,95gg13s2,2017,13.834
castleview_3,95gg13s3,2017,4.511
cavehill_1,95gg14s1,2017,11.812
cavehill_2,95gg14s2,2017,9.662
cavehill_3,95gg14s3,2017,14.338
cherryvalley_1,95gg15s1,2017,16.968
cherryvalley_2,95gg15s2,2017,17.245
cherryvalley_3,95gg15s3,2017,7.288
chichester-park_1,95gg16s1,2017,11.379
chichester-park_2,95gg16s2,2017,10.849
chichester-park_3,95gg16s3,2017,63.721
cliftonville_1,95gg17s1,2017,4.904
cliftonville_2,95gg17s2,2017,21.692
cliftonville_3,95gg17s3,2017,3.549
clonard_1,95gg18s1,2017,86.919
clonard_2,95gg18s2,2017,33.688
crumlin_1_belfast,95gg19s1,2017,18.837
crumlin_2_belfast,95gg19s2,2017,34.677
duncairn_1,95gg20s1,2017,1382.562
duncairn_2,95gg20s2,2017,24.881
falls_1,95gg21s1,2017,307.31
falls_2,95gg21s2,2017,10.595
falls_3,95gg21s3,2017,259.059
falls-park_1,95gg22s1,2017,106.095
falls-park_2,95gg22s2,2017,9.763
falls-park_3,95gg22s3,2017,7.848
finaghy_1,95gg23s1,2017,6.835
finaghy_2,95gg23s2,2017,14.584
finaghy_3,95gg23s3,2017,15.963
fortwilliam_1,95gg24s1,2017,16.668
fortwilliam_2,95gg24s2,2017,5.946
fortwilliam_3,95gg24s3,2017,63.721
glen-road_1,95gg25s1,2017,16.911
glen-road_2,95gg25s2,2017,15.575
glen-road_3,95gg25s3,2017,2.37
glencairn_1,95gg26s1,2017,11.805
glencairn_2,95gg26s2,2017,3.773
glencolin_1,95gg27s1,2017,9.733
glencolin_2,95gg27s2,2017,5.659
glencolin_3,95gg27s3,2017,3.915
glencolin_4,95gg27s4,2017,8.754
highfield_1,95gg28s1,2017,7.827
highfield_2,95gg28s2,2017,24.418
highfield_3,95gg28s3,2017,2.122
island_1,95gg29s1,2017,1831.974
island_2,95gg29s2,2017,79.135
knock_1,95gg30s1,2017,7.679
knock_2,95gg30s2,2017,128.407
knock_3,95gg30s3,2017,4.625
ladybrook_1,95gg31s1,2017,13.148
ladybrook_2,95gg31s2,2017,17.747
ladybrook_3,95gg31s3,2017,13.346
legoniel_1,95gg32s1,2017,10.299
legoniel_2,95gg32s2,2017,6.425
legoniel_3,95gg32s3,2017,10.417
malone_1,95gg33s1,2017,66.429
malone_2,95gg33s2,2017,22.423
malone_3,95gg33s3,2017,37.153
musgrave_1,95gg34s1,2017,9.233
musgrave_2,95gg34s2,2017,10.522
musgrave_3,95gg34s3,2017,170.88
new-lodge_1,95gg35s1,2017,84.866
new-lodge_2,95gg35s2,2017,2.164
new-lodge_3,95gg35s3,2017,1.46
orangefield_1,95gg36s1,2017,26.55
orangefield_2,95gg36s2,2017,21.878
orangefield_3,95gg36s3,2017,16.069
ravenhill_1,95gg37s1,2017,45.672
ravenhill_2,95gg37s2,2017,38.683
ravenhill_3,95gg37s3,2017,5.71
rosetta_1,95gg38s1,2017,30.903
rosetta_2,95gg38s2,2017,20.165
rosetta_3,95gg38s3,2017,12.491
shaftesbury_1,95gg39s1,2017,2696.417
shaftesbury_2,95gg39s2,2017,579.268
shaftesbury_3,95gg39s3,2017,222.465
shankill_1,95gg40s1,2017,3.45
shankill_2,95gg40s2,2017,46.135
stormont_1,95gg41s1,2017,128.407
stormont_2,95gg41s2,2017,37.983
stormont_3,95gg41s3,2017,19.407
stranmillis_1,95gg42s1,2017,16.53
stranmillis_2,95gg42s2,2017,8.893
stranmillis_3,95gg42s3,2017,61.973
stranmillis_4,95gg42s4,2017,109.657
sydenham_1,95gg43s1,2017,469.372
sydenham_2,95gg43s2,2017,4.128
sydenham_3,95gg43s3,2017,9.251
the-mount_1,95gg44s1,2017,37.63
the-mount_2,95gg44s2,2017,33.18
upper-malone_1,95gg45s1,2017,166.143
upper-malone_2,95gg45s2,2017,4.954
upper-malone_3,95gg45s3,2017,4.74
upper-springfield_1,95gg46s1,2017,9.007
upper-springfield_2,95gg46s2,2017,2.753
upper-springfield_3,95gg46s3,2017,7.29
water-works_1,95gg47s1,2017,93.342
water-works_2,95gg47s2,2017,9.466
water-works_3,95gg47s3,2017,26.738
whiterock_1,95gg48s1,2017,14.388
whiterock_2,95gg48s2,2017,7.613
whiterock_3,95gg48s3,2017,5.878
windsor_1,95gg49s1,2017,80.407
windsor_2,95gg49s2,2017,75.827
windsor_3,95gg49s3,2017,30.026
windsor_4,95gg49s4,2017,9.885
woodstock_1,95gg50s1,2017,4.176
woodstock_2,95gg50s2,2017,25.031
woodstock_3,95gg50s3,2017,22.454
woodvale_1,95gg51s1,2017,1.741
woodvale_2,95gg51s2,2017,15.656
woodvale_3,95gg51s3,2017,2.387
blackhead,95hh01w1,2017,9.258
bluefield_1,95hh02s1,2017,8.681
bluefield_2,95hh02s2,2017,6.183
boneybefore,95hh03w1,2017,8.494
burleigh-hill_1,95hh04s1,2017,4.911
burleigh-hill_2,95hh04s2,2017,12.353
clipperstown,95hh05w1,2017,8.695
eden_1,95hh06s1,2017,61.296
eden_2,95hh06s2,2017,14.48
gortalee,95hh07w1,2017,4.333
greenisland,95hh08w1,2017,185.068
killycrot,95hh09w1,2017,76.691
knockagh,95hh10w1,2017,11.879
love-lane,95hh11w1,2017,5.703
milebush,95hh12w1,2017,5.549
northland,95hh13w1,2017,2.808
sunnylands,95hh14w1,2017,5.409
victoria_carrickfergus,95hh15w1,2017,26.985
whitehead,95hh16w1,2017,11.826
woodburn,95hh17w1,2017,13.619
ballyhanwood_1,95ii01s1,2017,30.148
ballyhanwood_2,95ii01s2,2017,32.839
beechill_1,95ii02s1,2017,123.784
beechill_2,95ii02s2,2017,69.776
beechill_3,95ii02s3,2017,10.28
cairnshill_1,95ii03s1,2017,7.728
cairnshill_2,95ii03s2,2017,11.93
carrowreagh_1,95ii04s1,2017,60.008
carrowreagh_2,95ii04s2,2017,5.637
carryduff-east_1,95ii05s1,2017,41.528
carryduff-east_2,95ii05s2,2017,55.65
carryduff-west_1,95ii06s1,2017,16.443
carryduff-west_2,95ii06s2,2017,11.328
cregagh,95ii07w1,2017,10.898
downshire,95ii08w1,2017,16.85
dundonald_1,95ii09s1,2017,137.735
dundonald_2,95ii09s2,2017,3.619
enler,95ii10w1,2017,2.989
galwally,95ii11w1,2017,34.517
gilnahirk,95ii12w1,2017,26.456
graham-s-bridge,95ii13w1,2017,137.735
hillfoot,95ii14w1,2017,10.151
knockbracken_1,95ii15s1,2017,8.43
knockbracken_2,95ii15s2,2017,12.645
lisnasharragh,95ii16w1,2017,249.186
lower-braniel,95ii17w1,2017,10.952
minnowburn,95ii18w1,2017,20.445
moneyreagh_1,95ii19s1,2017,67.156
moneyreagh_2,95ii19s2,2017,55.678
newtownbreda,95ii20w1,2017,102.868
tullycarnet,95ii21w1,2017,5.095
