AREANM,AREACD,Period,Observation
donaghmore_2,95vv13s2,2011,29.824
drumalane_1,95vv14s1,2011,68.458
drumalane_2,95vv14s2,2011,25.075
drumgullion_1,95vv15s1,2011,35.481
drumgullion_2,95vv15s2,2011,88.28
fathom,95vv16w1,2011,46.861
forkhill_1,95vv17s1,2011,8.58
forkhill_2,95vv17s2,2011,8.718
kilkeel-central_1,95vv18s1,2011,51.961
kilkeel-central_2,95vv18s2,2011,20.963
kilkeel-south_1,95vv19s1,2011,6.273
kilkeel-south_2,95vv19s2,2011,3.798
lisnacree,95vv20w1,2011,18.929
mayobridge_1,95vv21s1,2011,12.608
mayobridge_2,95vv21s2,2011,7.671
newtownhamilton,95vv22w1,2011,22.52
rostrevor,95vv23w1,2011,23.485
seaview_1,95vv24s1,2011,9.81
seaview_2,95vv24s2,2011,10.999
silver-bridge_1,95vv25s1,2011,6.41
silver-bridge_2,95vv25s2,2011,5.256
spelga,95vv26w1,2011,23.442
st-mary-s,95vv27w1,2011,108.394
st-patrick-s_1,95vv28s1,2011,9.19
st-patrick-s_2,95vv28s2,2011,39.597
tullyhappy,95vv29w1,2011,106.677
windsor-hill_1,95vv30s1,2011,73.672
windsor-hill_2,95vv30s2,2011,7.962
abbey_1,95ww01s1,2011,39.845
abbey_2,95ww01s2,2011,14.64
ballyclare-north_1,95ww02s1,2011,15.953
ballyclare-north_2,95ww02s2,2011,7.965
ballyclare-south_1,95ww03s1,2011,37.157
ballyclare-south_2,95ww03s2,2011,6.75
ballyduff_1,95ww04s1,2011,0.245
ballyduff_2,95ww04s2,2011,1.702
ballyhenry_1,95ww05s1,2011,4.318
ballyhenry_2,95ww05s2,2011,17.516
ballynure_1,95ww06s1,2011,27.577
ballynure_2,95ww06s2,2011,16.409
ballyrobert_1,95ww07s1,2011,43.559
ballyrobert_2,95ww07s2,2011,31.439
burnthill_1,95ww08s1,2011,2.025
burnthill_2,95ww08s2,2011,2.025
carnmoney_1,95ww09s1,2011,6.631
carnmoney_2,95ww09s2,2011,8.549
cloughfern_1,95ww10s1,2011,13.766
cloughfern_2,95ww10s2,2011,14.64
collinbridge_1,95ww11s1,2011,8.998
collinbridge_2,95ww11s2,2011,20.657
coole,95ww12w1,2011,15.625
doagh_1,95ww13s1,2011,43.082
doagh_2,95ww13s2,2011,10.465
dunanney,95ww14w1,2011,38.804
glebe_1_newtownabbey,95ww15s1,2011,31.618
glebe_2_newtownabbey,95ww15s2,2011,6.347
glengormley_1,95ww16s1,2011,12.416
glengormley_2,95ww16s2,2011,8.411
hawthorne,95ww17w1,2011,42.237
hightown,95ww18w1,2011,48.296
jordanstown_1,95ww19s1,2011,10.508
jordanstown_2,95ww19s2,2011,7.173
jordanstown_3,95ww19s3,2011,8.316
mallusk_1,95ww20s1,2011,30.946
mallusk_2,95ww20s2,2011,467.043
mallusk_3,95ww20s3,2011,48.296
monkstown_1,95ww21s1,2011,32.755
monkstown_2,95ww21s2,2011,7.154
mossley_1,95ww22s1,2011,42.237
mossley_2,95ww22s2,2011,2.367
rostulla_1,95ww23s1,2011,12.54
rostulla_2,95ww23s2,2011,42.237
valley_1,95ww24s1,2011,50.011
valley_2,95ww24s2,2011,50.819
whitehouse,95ww25w1,2011,13.734
ballycrochan_1,95xx01s1,2011,1.095
ballycrochan_2,95xx01s2,2011,6.617
ballycrochan_3,95xx01s3,2011,4.235
ballyholme,95xx02w1,2011,21.464
ballymaconnell_1,95xx03s1,2011,8.242
ballymaconnell_2,95xx03s2,2011,7.628
ballymagee_1,95xx04s1,2011,4.502
ballymagee_2,95xx04s2,2011,6.189
bangor-castle,95xx05w1,2011,112.243
bloomfield_1_northdown,95xx06s1,2011,105.027
bloomfield_2_northdown,95xx06s2,2011,15.288
broadway_1,95xx07s1,2011,5.025
broadway_2,95xx07s2,2011,7.935
bryansburn_1,95xx08s1,2011,9.921
bryansburn_2,95xx08s2,2011,21.389
churchill_1,95xx09s1,2011,9.867
churchill_2,95xx09s2,2011,8.432
clandeboye_1,95xx10s1,2011,10.768
clandeboye_2,95xx10s2,2011,36.308
clandeboye_3,95xx10s3,2011,7.174
conlig_1,95xx11s1,2011,11.473
conlig_2,95xx11s2,2011,165.176
conlig_3,95xx11s3,2011,3.207
craigavad,95xx12w1,2011,29.643
crawfordsburn,95xx13w1,2011,16.051
cultra,95xx14w1,2011,25.683
dufferin,95xx15w1,2011,6.976
groomsport,95xx16w1,2011,8.521
harbour_1,95xx17s1,2011,62.319
harbour_2,95xx17s2,2011,10.516
holywood-demesne,95xx18w1,2011,117.43
holywood-priory,95xx19w1,2011,33.968
loughview_1,95xx20s1,2011,5.302
loughview_2,95xx20s2,2011,11.255
princetown,95xx21w1,2011,16.637
rathgael,95xx22w1,2011,8.788
silverstream,95xx23w1,2011,9.712
springhill_1,95xx24s1,2011,1.309
springhill_2,95xx24s2,2011,8.847
whitehill,95xx25w1,2011,3.846
beragh,95yy01w1,2011,65.788
camowen,95yy02w1,2011,16.674
clanabogan,95yy03w1,2011,12.997
coolnagard,95yy04w1,2011,50.284
dergmoney,95yy05w1,2011,97.425
dromore,95yy06w1,2011,59.645
drumnakilly,95yy07w1,2011,27.016
drumquin,95yy08w1,2011,15.406
drumragh,95yy09w1,2011,97.106
fairy-water,95yy10w1,2011,26.217
fintona,95yy11w1,2011,18.747
gortin,95yy12w1,2011,38.979
gortrush_1,95yy13s1,2011,0.642
gortrush_2,95yy13s2,2011,39.186
killyclogher_1,95yy14s1,2011,13.5
killyclogher_2,95yy14s2,2011,2.689
lisanelly_1,95yy15s1,2011,81.581
lisanelly_2,95yy15s2,2011,5.301
newtownsaville,95yy16w1,2011,25.667
owenkillew,95yy17w1,2011,8.827
sixmilecross,95yy18w1,2011,8.469
strule,95yy19w1,2011,26.561
termon,95yy20w1,2011,34.729
trillick,95yy21w1,2011,19.154
artigarvan,95zz01w1,2011,37.724
ballycolman,95zz02w1,2011,6.706
castlederg,95zz03w1,2011,16.369
clare,95zz04w1,2011,23.928
dunnamanagh,95zz05w1,2011,12.182
east,95zz06w1,2011,19.696
finn,95zz07w1,2011,9.566
glenderg,95zz08w1,2011,13.085
newtownstewart,95zz09w1,2011,26.391
north,95zz10w1,2011,72.673
plumbridge,95zz11w1,2011,8.54
sion-mills,95zz12w1,2011,8.995
slievekirk,95zz13w1,2011,12.689
south_1,95zz14s1,2011,41.731
south_2,95zz14s2,2011,6.114
victoria-bridge,95zz15w1,2011,20.295
west_1,95zz16s1,2011,5.068
west_2,95zz16s2,2011,24.205
aldergrove_1,95aa01s1,2012,149.371
aldergrove_2,95aa01s2,2012,50.112
aldergrove_3,95aa01s3,2012,58.084
balloo,95aa02w1,2012,4.861
ballycraigy,95aa03w1,2012,5.73
clady,95aa04w1,2012,47.311
cranfield,95aa05w1,2012,11.857
crumlin_1_antrim,95aa06s1,2012,18.637
crumlin_2_antrim,95aa06s2,2012,15.827
drumanaway,95aa07w1,2012,12.574
farranshane,95aa08w1,2012,120.282
fountain-hill,95aa09w1,2012,19.1
greystone_antrim,95aa10w1,2012,6.179
massereene_1,95aa11s1,2012,131.287
massereene_2,95aa11s2,2012,133.274
parkgate,95aa12w1,2012,16.068
randalstown_1,95aa13s1,2012,23.16
randalstown_2,95aa13s2,2012,38.16
shilvodan,95aa14w1,2012,14.995
springfarm_1,95aa15s1,2012,21.642
springfarm_2,95aa15s2,2012,120.282
steeple,95aa16w1,2012,5.035
stiles,95aa17w1,2012,3.253
templepatrick,95aa18w1,2012,41.125
toome,95aa19w1,2012,22.649
ballygowan_1,95bb01s1,2012,6.999
ballygowan_2,95bb01s2,2012,8.033
ballyrainey,95bb02w1,2012,32.068
ballywalter_1,95bb03s1,2012,6.711
ballywalter_2,95bb03s2,2012,15.522
bradshaw-s-brae_1,95bb04s1,2012,114.105
bradshaw-s-brae_2,95bb04s2,2012,25.825
carrowdore_1,95bb05s1,2012,12.375
carrowdore_2,95bb05s2,2012,16.045
central_ards,95bb06w1,2012,90.36
comber-east_1,95bb07s1,2012,28.715
comber-east_2,95bb07s2,2012,0.774
comber-north_1,95bb08s1,2012,8.155
comber-north_2,95bb08s2,2012,4.108
comber-west_1,95bb09s1,2012,23.292
comber-west_2,95bb09s2,2012,2.092
donaghadee-north_1,95bb10s1,2012,16.204
donaghadee-north_2,95bb10s2,2012,13.817
donaghadee-south_1,95bb11s1,2012,4.411
donaghadee-south_2,95bb11s2,2012,6.054
glen_1,95bb12s1,2012,3.429
glen_2,95bb12s2,2012,5.39
gregstown_1,95bb13s1,2012,7.854
gregstown_2,95bb13s2,2012,2.129
gregstown_3,95bb13s3,2012,3.952
killinchy_1,95bb14s1,2012,4.668
killinchy_2,95bb14s2,2012,23.292
kircubbin_1,95bb15s1,2012,12.997
kircubbin_2,95bb15s2,2012,9.898
lisbane_1,95bb16s1,2012,13.766
lisbane_2,95bb16s2,2012,15.411
loughries_1,95bb17s1,2012,4.595
loughries_2,95bb17s2,2012,7.898
millisle_1,95bb18s1,2012,7.077
millisle_2,95bb18s2,2012,14.402
movilla_1,95bb19s1,2012,16.757
movilla_2,95bb19s2,2012,5.743
movilla_3,95bb19s3,2012,4.718
portaferry_1,95bb20s1,2012,16.733
portaferry_2,95bb20s2,2012,5.244
portavogie_1,95bb21s1,2012,17.193
portavogie_2,95bb21s2,2012,12.778
scrabo_1,95bb22s1,2012,6.448
scrabo_2,95bb22s2,2012,6.043
whitespots_1,95bb23s1,2012,9.448
whitespots_2,95bb23s2,2012,0.866
abbey-park,95cc01w1,2012,68.646
ballymartrim,95cc02w1,2012,25.216
callan-bridge,95cc03w1,2012,57.754
carrigatuke,95cc04w1,2012,19.432
charlemont,95cc05w1,2012,77.811
demesne_1,95cc06s1,2012,21.716
demesne_2,95cc06s2,2012,4.784
derrynoose,95cc07w1,2012,34.443
downs,95cc08w1,2012,19.373
hamiltonsbawn_1,95cc09s1,2012,2.813
hamiltonsbawn_2,95cc09s2,2012,18.215
hockley,95cc10w1,2012,29.714
keady,95cc11w1,2012,26.292
killeen,95cc12w1,2012,60.607
killylea,95cc13w1,2012,24.354
laurelvale,95cc14w1,2012,18.348
loughgall,95cc15w1,2012,45.472
markethill,95cc16w1,2012,22.738
milford,95cc17w1,2012,19.205
observatory,95cc18w1,2012,53.162
poyntz-pass,95cc19w1,2012,20.733
rich-hill_1,95cc20s1,2012,2.888
rich-hill_2,95cc20s2,2012,9.375
tandragee,95cc21w1,2012,31.99
the-mall,95cc22w1,2012,55.583
academy,95dd01w1,2012,49.365
ahoghill_1,95dd02s1,2012,7.26
ahoghill_2,95dd02s2,2012,571.625
ardeevin,95dd03w1,2012,24.318
ballee,95dd04w1,2012,109.716
ballykeel,95dd05w1,2012,68.585
ballyloughan,95dd06w1,2012,6.549
broughshane_1,95dd07s1,2012,73.985
broughshane_2,95dd07s2,2012,9.342
castle-demesne,95dd08w1,2012,143.252
craigywarren,95dd09w1,2012,14.205
cullybackey,95dd10w1,2012,18.115
dunclug,95dd11w1,2012,14.557
dunminning,95dd12w1,2012,21.774
fair-green,95dd13w1,2012,36.828
galgorm_1,95dd14s1,2012,571.625
galgorm_2,95dd14s2,2012,29.758
glenravel,95dd15w1,2012,20.323
glenwhirry,95dd16w1,2012,62.824
grange,95dd17w1,2012,23.831
harryville,95dd18w1,2012,73.985
kells_1,95dd19s1,2012,8.767
kells_2,95dd19s2,2012,19.969
moat,95dd20w1,2012,10.617
park,95dd21w1,2012,43.623
portglenone_1,95dd22s1,2012,11.06
portglenone_2,95dd22s2,2012,5.164
slemish,95dd23w1,2012,78.853
summerfield,95dd24w1,2012,13.031
ballyhoe-and-corkey,95ee01w1,2012,16.333
benvardin,95ee02w1,2012,11.901
carnany,95ee03w1,2012,14.762
clogh-mills,95ee04w1,2012,61.906
dervock,95ee05w1,2012,19.158
dunloy,95ee06w1,2012,24.998
fairhill,95ee07w1,2012,18.063
glebe,95ee08w1,2012,47.901
killoquin-lower,95ee09w1,2012,17.817
killoquin-upper,95ee10w1,2012,12.31
knockaholet,95ee11w1,2012,13.816
newhill,95ee12w1,2012,7.649
route,95ee13w1,2012,39.61
seacon,95ee14w1,2012,12.937
stranocum,95ee15w1,2012,13.047
the-vow,95ee16w1,2012,12.988
ballydown_1,95ff01s1,2012,11.36
ballydown_2,95ff01s2,2012,25.385
ballyward,95ff02w1,2012,12.567
banbridge-west,95ff03w1,2012,7.408
bannside,95ff04w1,2012,26.908
dromore-north,95ff05w1,2012,12.722
dromore-south_1,95ff06s1,2012,21.129
dromore-south_2,95ff06s2,2012,4.351
edenderry,95ff07w1,2012,22.502
fort,95ff08w1,2012,46.802
gilford,95ff09w1,2012,14.296
gransha,95ff10w1,2012,18.611
katesbridge,95ff11w1,2012,20.544
lawrencetown,95ff12w1,2012,18.761
loughbrickland,95ff13w1,2012,24.04
quilly,95ff14w1,2012,36.106
rathfriland,95ff15w1,2012,23.306
seapatrick,95ff16w1,2012,24.189
the-cut,95ff17w1,2012,64.722
andersonstown_1,95gg01s1,2012,6.219
andersonstown_2,95gg01s2,2012,26.67
andersonstown_3,95gg01s3,2012,23.142
ardoyne_1,95gg02s1,2012,2.436
ardoyne_2,95gg02s2,2012,1.197
ardoyne_3,95gg02s3,2012,5.572
ballyhackamore_1,95gg03s1,2012,23.355
ballyhackamore_2,95gg03s2,2012,26.68
ballyhackamore_3,95gg03s3,2012,30.565
ballymacarrett_1,95gg04s1,2012,19.434
ballymacarrett_2,95gg04s2,2012,1.404
ballymacarrett_3,95gg04s3,2012,21.619
ballynafeigh_1,95gg05s1,2012,19.977
ballynafeigh_2,95gg05s2,2012,6.318
ballynafeigh_3,95gg05s3,2012,8.498
ballysillan_1,95gg06s1,2012,5.95
ballysillan_2,95gg06s2,2012,2.752
ballysillan_3,95gg06s3,2012,10.303
beechmount_1,95gg07s1,2012,16.163
beechmount_2,95gg07s2,2012,17.311
beechmount_3,95gg07s3,2012,4.412
bellevue_1,95gg08s1,2012,8.376
bellevue_2,95gg08s2,2012,11.186
bellevue_3,95gg08s3,2012,6.277
belmont_1,95gg09s1,2012,26.59
belmont_2,95gg09s2,2012,40.06
belmont_3,95gg09s3,2012,33.053
blackstaff_1,95gg10s1,2012,257.728
blackstaff_2,95gg10s2,2012,6.873
bloomfield_1_belfast,95gg11s1,2012,75.756
bloomfield_2_belfast,95gg11s2,2012,8.704
bloomfield_3_belfast,95gg11s3,2012,5.595
botanic_1,95gg12s1,2012,56.81
botanic_2,95gg12s2,2012,38.617
botanic_3,95gg12s3,2012,6.78
botanic_4,95gg12s4,2012,185.458
botanic_5,95gg12s5,2012,49.544
castleview_1,95gg13s1,2012,3.563
castleview_2,95gg13s2,2012,6.133
castleview_3,95gg13s3,2012,5.598
cavehill_1,95gg14s1,2012,12.614
cavehill_2,95gg14s2,2012,2.675
cavehill_3,95gg14s3,2012,5.748
cherryvalley_1,95gg15s1,2012,23.468
cherryvalley_2,95gg15s2,2012,86.338
cherryvalley_3,95gg15s3,2012,11.128
chichester-park_1,95gg16s1,2012,13.162
chichester-park_2,95gg16s2,2012,16.062
chichester-park_3,95gg16s3,2012,24.834
cliftonville_1,95gg17s1,2012,6.336
cliftonville_2,95gg17s2,2012,15.148
cliftonville_3,95gg17s3,2012,3.573
clonard_1,95gg18s1,2012,207.568
clonard_2,95gg18s2,2012,31.079
crumlin_1_belfast,95gg19s1,2012,22.37
crumlin_2_belfast,95gg19s2,2012,25.354
duncairn_1,95gg20s1,2012,1141.585
duncairn_2,95gg20s2,2012,30.06
falls_1,95gg21s1,2012,207.568
falls_2,95gg21s2,2012,18.272
falls_3,95gg21s3,2012,256.263
falls-park_1,95gg22s1,2012,91.168
falls-park_2,95gg22s2,2012,6.146
falls-park_3,95gg22s3,2012,7.619
finaghy_1,95gg23s1,2012,1.281
finaghy_2,95gg23s2,2012,9.86
finaghy_3,95gg23s3,2012,11.662
fortwilliam_1,95gg24s1,2012,24.834
fortwilliam_2,95gg24s2,2012,4.683
fortwilliam_3,95gg24s3,2012,25.345
glen-road_1,95gg25s1,2012,13.591
glen-road_2,95gg25s2,2012,7.619
glen-road_3,95gg25s3,2012,2.639
glencairn_1,95gg26s1,2012,8.232
glencairn_2,95gg26s2,2012,4.412
glencolin_1,95gg27s1,2012,7.857
glencolin_2,95gg27s2,2012,2.025
glencolin_3,95gg27s3,2012,2.639
glencolin_4,95gg27s4,2012,4.01
highfield_1,95gg28s1,2012,6.047
highfield_2,95gg28s2,2012,14.912
highfield_3,95gg28s3,2012,1.69
island_1,95gg29s1,2012,1119.881
island_2,95gg29s2,2012,70.694
knock_1,95gg30s1,2012,6.892
knock_2,95gg30s2,2012,86.338
knock_3,95gg30s3,2012,4.047
ladybrook_1,95gg31s1,2012,11.505
ladybrook_2,95gg31s2,2012,15.895
ladybrook_3,95gg31s3,2012,10.09
legoniel_1,95gg32s1,2012,7.578
legoniel_2,95gg32s2,2012,6.988
legoniel_3,95gg32s3,2012,9.711
malone_1,95gg33s1,2012,59.126
malone_2,95gg33s2,2012,25.328
malone_3,95gg33s3,2012,25.508
musgrave_1,95gg34s1,2012,6.683
musgrave_2,95gg34s2,2012,6.241
musgrave_3,95gg34s3,2012,134.583
new-lodge_1,95gg35s1,2012,95.164
new-lodge_2,95gg35s2,2012,2.402
new-lodge_3,95gg35s3,2012,2.226
orangefield_1,95gg36s1,2012,16.81
orangefield_2,95gg36s2,2012,18.528
orangefield_3,95gg36s3,2012,29.235
ravenhill_1,95gg37s1,2012,30.484
ravenhill_2,95gg37s2,2012,31.033
ravenhill_3,95gg37s3,2012,4.946
rosetta_1,95gg38s1,2012,23.706
rosetta_2,95gg38s2,2012,33.358
rosetta_3,95gg38s3,2012,11.298
shaftesbury_1,95gg39s1,2012,2215.763
shaftesbury_2,95gg39s2,2012,405.2
shaftesbury_3,95gg39s3,2012,140.523
shankill_1,95gg40s1,2012,3.369
shankill_2,95gg40s2,2012,38.864
stormont_1,95gg41s1,2012,86.338
stormont_2,95gg41s2,2012,39.262
stormont_3,95gg41s3,2012,14.385
stranmillis_1,95gg42s1,2012,20.312
stranmillis_2,95gg42s2,2012,2.822
stranmillis_3,95gg42s3,2012,43.924
stranmillis_4,95gg42s4,2012,88.421
sydenham_1,95gg43s1,2012,402.342
sydenham_2,95gg43s2,2012,3.075
sydenham_3,95gg43s3,2012,5.693
the-mount_1,95gg44s1,2012,26.149
the-mount_2,95gg44s2,2012,19.169
upper-malone_1,95gg45s1,2012,69.253
upper-malone_2,95gg45s2,2012,5.87
upper-malone_3,95gg45s3,2012,5.302
upper-springfield_1,95gg46s1,2012,10.744
upper-springfield_2,95gg46s2,2012,1.844
upper-springfield_3,95gg46s3,2012,3.15
water-works_1,95gg47s1,2012,91.872
water-works_2,95gg47s2,2012,5.434
water-works_3,95gg47s3,2012,19.975
whiterock_1,95gg48s1,2012,10.215
whiterock_2,95gg48s2,2012,7.681
whiterock_3,95gg48s3,2012,4.114
windsor_1,95gg49s1,2012,140.523
windsor_2,95gg49s2,2012,52.382
windsor_3,95gg49s3,2012,29.376
windsor_4,95gg49s4,2012,6.439
woodstock_1,95gg50s1,2012,3.632
woodstock_2,95gg50s2,2012,24.166
woodstock_3,95gg50s3,2012,14.824
woodvale_1,95gg51s1,2012,1.178
woodvale_2,95gg51s2,2012,11.301
woodvale_3,95gg51s3,2012,1.431
blackhead,95hh01w1,2012,8.5
bluefield_1,95hh02s1,2012,7.273
bluefield_2,95hh02s2,2012,0.72
boneybefore,95hh03w1,2012,8.386
burleigh-hill_1,95hh04s1,2012,3.969
burleigh-hill_2,95hh04s2,2012,15.461
clipperstown,95hh05w1,2012,13.028
eden_1,95hh06s1,2012,57.342
eden_2,95hh06s2,2012,12.711
gortalee,95hh07w1,2012,1.474
greenisland,95hh08w1,2012,119.859
killycrot,95hh09w1,2012,68.988
knockagh,95hh10w1,2012,10.989
love-lane,95hh11w1,2012,3.461
milebush,95hh12w1,2012,4.806
northland,95hh13w1,2012,2.063
sunnylands,95hh14w1,2012,5.959
victoria_carrickfergus,95hh15w1,2012,23.718
whitehead,95hh16w1,2012,11.462
woodburn,95hh17w1,2012,11.729
ballyhanwood_1,95ii01s1,2012,11.874
ballyhanwood_2,95ii01s2,2012,21.762
beechill_1,95ii02s1,2012,98.57
beechill_2,95ii02s2,2012,34.203
beechill_3,95ii02s3,2012,9.86
cairnshill_1,95ii03s1,2012,7.824
cairnshill_2,95ii03s2,2012,11.503
carrowreagh_1,95ii04s1,2012,42.812
carrowreagh_2,95ii04s2,2012,5.83
carryduff-east_1,95ii05s1,2012,24.176
carryduff-east_2,95ii05s2,2012,46.076
carryduff-west_1,95ii06s1,2012,11.771
carryduff-west_2,95ii06s2,2012,14.724
cregagh,95ii07w1,2012,9.452
downshire,95ii08w1,2012,50.781
dundonald_1,95ii09s1,2012,133.745
dundonald_2,95ii09s2,2012,4.542
enler,95ii10w1,2012,3.183
galwally,95ii11w1,2012,29.712
gilnahirk,95ii12w1,2012,17.656
graham-s-bridge,95ii13w1,2012,133.745
hillfoot,95ii14w1,2012,9.46
knockbracken_1,95ii15s1,2012,6.902
knockbracken_2,95ii15s2,2012,6.161
lisnasharragh,95ii16w1,2012,211.332
lower-braniel,95ii17w1,2012,8.953
minnowburn,95ii18w1,2012,14.52
moneyreagh_1,95ii19s1,2012,55.43
moneyreagh_2,95ii19s2,2012,34.194
newtownbreda,95ii20w1,2012,69.289
tullycarnet,95ii21w1,2012,3.589
upper-braniel,95ii22w1,2012,6.111
wynchurch,95ii23w1,2012,10.883
agivey,95jj01w1,2012,29.369
atlantic,95jj02w1,2012,8.82
ballysally_1,95jj03s1,2012,3.867
ballysally_2,95jj03s2,2012,0.077
castlerock_1,95jj04s1,2012,10.708
castlerock_2,95jj04s2,2012,7.943
central_coleraine,95jj05w1,2012,287.62
churchland,95jj06w1,2012,3.491
cross-glebe,95jj07w1,2012,28.89
dundooan_1,95jj08s1,2012,46.108
dundooan_2,95jj08s2,2012,12.203
dunluce,95jj09w1,2012,16.924
garvagh,95jj10w1,2012,47.337
hopefield_1,95jj11s1,2012,6.329
hopefield_2,95jj11s2,2012,7.309
kilrea,95jj12w1,2012,32.616
knocklynn_1,95jj13s1,2012,75.903
knocklynn_2,95jj13s2,2012,6.049
macosquin,95jj14w1,2012,17.687
mount-sandel,95jj15w1,2012,83.072
portstewart,95jj16w1,2012,56.562
ringsend,95jj17w1,2012,26.875
royal-portrush,95jj18w1,2012,37.297
strand_1_coleraine,95jj19s1,2012,10.277
strand_2_coleraine,95jj19s2,2012,8.743
the-cuts_1,95jj20s1,2012,34.149
the-cuts_2,95jj20s2,2012,4.472
university,95jj21w1,2012,77.154
waterside,95jj22w1,2012,45.323
ardboe,95kk01w1,2012,7.815
coagh,95kk02w1,2012,52.142
dunnamore,95kk03w1,2012,22.432
gortalowry,95kk04w1,2012,110.714
killycolpy,95kk05w1,2012,27.8
killymoon,95kk06w1,2012,77.063
lissan,95kk07w1,2012,73.089
moneymore,95kk08w1,2012,22.545
newbuildings,95kk09w1,2012,57.661
oaklands,95kk10w1,2012,27.284
oldtown,95kk11w1,2012,35.874
pomeroy,95kk12w1,2012,27.685
sandholes,95kk13w1,2012,61.474
stewartstown,95kk14w1,2012,17.226
the-loop,95kk15w1,2012,37.9
tullagh,95kk16w1,2012,42.219
aghagallon_1,95ll01s1,2012,18.029
aghagallon_2,95ll01s2,2012,43.947
annagh_1,95ll02s1,2012,25.292
annagh_2,95ll02s2,2012,86.768
ballybay,95ll03w1,2012,29.485
ballyoran,95ll04w1,2012,12.779
bleary_1,95ll05s1,2012,17.682
bleary_2,95ll05s2,2012,6.277
brownstown_1,95ll06s1,2012,52.193
brownstown_2,95ll06s2,2012,17.297
church,95ll07w1,2012,24.272
corcrain_1,95ll08s1,2012,6.665
corcrain_2,95ll08s2,2012,25.512
court_1,95ll09s1,2012,25.762
court_2,95ll09s2,2012,62.974
derrytrasna_1,95ll10s1,2012,61.275
derrytrasna_2,95ll10s2,2012,12.789
donaghcloney_1,95ll11s1,2012,7.886
donaghcloney_2,95ll11s2,2012,17.159
drumgask_1,95ll12s1,2012,14.446
drumgask_2,95ll12s2,2012,6.277
drumgor_1,95ll13s1,2012,122.386
drumgor_2,95ll13s2,2012,14.18
drumnamoe_1,95ll14s1,2012,1.093
drumnamoe_2,95ll14s2,2012,3.948
edenderry_1,95ll15s1,2012,56.849
edenderry_2,95ll15s2,2012,8.758
kernan_1,95ll16s1,2012,122.386
kernan_2,95ll16s2,2012,442.305
killycomain,95ll17w1,2012,16.365
knocknashane_1,95ll18s1,2012,14.171
knocknashane_2,95ll18s2,2012,6.497
magheralin_1,95ll19s1,2012,16.805
magheralin_2,95ll19s2,2012,26.412
mourneview,95ll20w1,2012,17.966
parklake,95ll21w1,2012,41.866
taghnevan,95ll22w1,2012,17.95
tavanagh,95ll23w1,2012,12.155
the-birches_1,95ll24s1,2012,13.429
the-birches_2,95ll24s2,2012,8.582
waringstown_1,95ll25s1,2012,18.509
waringstown_2,95ll25s2,2012,4.889
woodville_1,95ll26s1,2012,17.03
woodville_2,95ll26s2,2012,4.228
altnagelvin_1,95mm01s1,2012,6.127
altnagelvin_2,95mm01s2,2012,121.412
altnagelvin_3,95mm01s3,2012,9.203
ballynashallog_1,95mm02s1,2012,31.68
ballynashallog_2,95mm02s2,2012,4.629
banagher,95mm03w1,2012,18.368
beechwood,95mm04w1,2012,13.216
brandywell,95mm05w1,2012,16.8
carn-hill_1,95mm06s1,2012,10.277
carn-hill_2,95mm06s2,2012,21.993
caw,95mm07w1,2012,15.093
clondermot_1,95mm08s1,2012,23.184
clondermot_2,95mm08s2,2012,44.928
claudy_1,95mm09s1,2012,14.03
claudy_2,95mm09s2,2012,10.995
creggan-central_1,95mm10s1,2012,10.641
creggan-central_2,95mm10s2,2012,0.176
creggan-south,95mm11w1,2012,4.179
crevagh_1,95mm12s1,2012,10.212
crevagh_2,95mm12s2,2012,0.084
crevagh_3,95mm12s3,2012,6.068
culmore_1,95mm13s1,2012,8.113
culmore_2,95mm13s2,2012,0.253
culmore_3,95mm13s3,2012,1.037
culmore_4,95mm13s4,2012,2.141
culmore_5,95mm13s5,2012,17.177
ebrington_1,95mm14s1,2012,9.726
ebrington_2,95mm14s2,2012,121.412
eglinton_1,95mm15s1,2012,95.166
eglinton_2,95mm15s2,2012,17.176
enagh_1_derry,95mm16s1,2012,108.643
enagh_2_derry,95mm16s2,2012,164.103
foyle-springs_1,95mm17s1,2012,1.115
foyle-springs_2,95mm17s2,2012,2.44
holly-mount_1,95mm18s1,2012,14.894
holly-mount_2,95mm18s2,2012,10.695
kilfennan_1,95mm19s1,2012,7.874
kilfennan_2,95mm19s2,2012,11.498
lisnagelvin_1,95mm20s1,2012,6.355
lisnagelvin_2,95mm20s2,2012,28.562
new-buildings_1,95mm21s1,2012,13.018
new-buildings_2,95mm21s2,2012,8.836
pennyburn_1,95mm22s1,2012,66.562
pennyburn_2,95mm22s2,2012,24.078
rosemount,95mm23w1,2012,15.046
shantallow-east,95mm24w1,2012,10.277
shantallow-west_1,95mm25s1,2012,0.541
shantallow-west_2,95mm25s2,2012,0.264
shantallow-west_3,95mm25s3,2012,10.935
shantallow-west_4,95mm25s4,2012,11.226
springtown_1,95mm26s1,2012,66.562
springtown_2,95mm26s2,2012,140.747
strand_1_derry,95mm27s1,2012,208.055
strand_2_derry,95mm27s2,2012,38.796
the-diamond,95mm28w1,2012,165.668
victoria_derry,95mm29w1,2012,49.846
westland,95mm30w1,2012,10.641
ardglass_1,95nn01s1,2012,11.066
ardglass_2,95nn01s2,2012,4.367
audley-s-acre,95nn02w1,2012,15.725
ballymaglave_1,95nn03s1,2012,31.045
ballymaglave_2,95nn03s2,2012,11.768
ballymote,95nn04w1,2012,58.364
