indicator,areacd,areanm,geography,observation,unit,measure,period,lower_confidence_interval_95,upper_confidence_interval_95,observation_status
Outward foreign direct investment,na,Aberdeen City Region,Combined Authority or City Region,27949,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,na,Aberdeen City Region,Combined Authority or City Region,19431,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLM6,Highlands and Islands,ITL Level 2,2070,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLM6,Highlands and Islands,ITL Level 2,2740,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLM6,Highlands and Islands,ITL Level 2,3668,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLM6,Highlands and Islands,ITL Level 2,3590,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLM6,Highlands and Islands,ITL Level 2,3635,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLM6,Highlands and Islands,ITL Level 2,3568,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLM6,Highlands and Islands,ITL Level 2,4268,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLM7,Eastern Scotland,ITL Level 2,43697,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLM7,Eastern Scotland,ITL Level 2,47352,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLM7,Eastern Scotland,ITL Level 2,33617,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLM7,Eastern Scotland,ITL Level 2,31752,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLM7,Eastern Scotland,ITL Level 2,44209,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLM7,Eastern Scotland,ITL Level 2,44450,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLM7,Eastern Scotland,ITL Level 2,40165,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,32818,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,35086,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,35215,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,21284,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,19549,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,22597,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,24227,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLM8,West Central Scotland,ITL Level 2,27271,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLM8,West Central Scotland,ITL Level 2,28161,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLM8,West Central Scotland,ITL Level 2,27115,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLM8,West Central Scotland,ITL Level 2,29972,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLM8,West Central Scotland,ITL Level 2,19582,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLM8,West Central Scotland,ITL Level 2,17496,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLM8,West Central Scotland,ITL Level 2,25457,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,na,Glasgow City Region,Combined Authority or City Region,19172,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,na,Glasgow City Region,Combined Authority or City Region,21385,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,na,Glasgow City Region,Combined Authority or City Region,27046,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,na,Glasgow City Region,Combined Authority or City Region,28645,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,na,Glasgow City Region,Combined Authority or City Region,33538,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,na,Glasgow City Region,Combined Authority or City Region,33326,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,na,Glasgow City Region,Combined Authority or City Region,27470,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLM9,Southern Scotland,ITL Level 2,5742,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLM9,Southern Scotland,ITL Level 2,11108,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLM9,Southern Scotland,ITL Level 2,4900,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLM9,Southern Scotland,ITL Level 2,8395,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLM9,Southern Scotland,ITL Level 2,4929,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLM9,Southern Scotland,ITL Level 2,4290,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLM9,Southern Scotland,ITL Level 2,2512,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLN,Northern Ireland,ITL Level 1,10736,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLN,Northern Ireland,ITL Level 1,10514,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLN,Northern Ireland,ITL Level 1,11589,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLN,Northern Ireland,ITL Level 1,11439,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLN,Northern Ireland,ITL Level 1,12840,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLN,Northern Ireland,ITL Level 1,7072,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLN,Northern Ireland,ITL Level 1,11812,£ million,Pounds,2017-01-01/P1Y,,,
