indicator,areacd,areanm,geography,observation,unit,measure,period,lower_confidence_interval_95,upper_confidence_interval_95,observation_status
Inward foreign direct investment,na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,23149,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLM8,West Central Scotland,ITL Level 2,26718,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLM8,West Central Scotland,ITL Level 2,31493,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLM8,West Central Scotland,ITL Level 2,26317,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLM8,West Central Scotland,ITL Level 2,27294,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLM8,West Central Scotland,ITL Level 2,22400,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLM8,West Central Scotland,ITL Level 2,18346,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLM8,West Central Scotland,ITL Level 2,27253,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,na,Glasgow City Region,Combined Authority or City Region,20792,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,na,Glasgow City Region,Combined Authority or City Region,24022,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,na,Glasgow City Region,Combined Authority or City Region,29960,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,na,Glasgow City Region,Combined Authority or City Region,29363,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,na,Glasgow City Region,Combined Authority or City Region,34165,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,na,Glasgow City Region,Combined Authority or City Region,30477,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,na,Glasgow City Region,Combined Authority or City Region,29328,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLM9,Southern Scotland,ITL Level 2,5645,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLM9,Southern Scotland,ITL Level 2,5250,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLM9,Southern Scotland,ITL Level 2,3690,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLM9,Southern Scotland,ITL Level 2,6365,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLM9,Southern Scotland,ITL Level 2,4216,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLM9,Southern Scotland,ITL Level 2,6065,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLM9,Southern Scotland,ITL Level 2,3837,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLN,Northern Ireland,ITL Level 1,19153,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLN,Northern Ireland,ITL Level 1,10448,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLN,Northern Ireland,ITL Level 1,10860,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLN,Northern Ireland,ITL Level 1,14262,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLN,Northern Ireland,ITL Level 1,17333,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLN,Northern Ireland,ITL Level 1,18388,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLN,Northern Ireland,ITL Level 1,19395,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,K02000001,United Kingdom,Country,1083975,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,K02000001,United Kingdom,Country,1769316,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,K02000001,United Kingdom,Country,1753307,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,K02000001,United Kingdom,Country,1651752,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,K02000001,United Kingdom,Country,1453071,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,K02000001,United Kingdom,Country,1369138,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,K02000001,United Kingdom,Country,1274595,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,K99000001,UK not allocated,ITL Level 1,3022,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,K99000001,UK not allocated,ITL Level 1,2597,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,K99000001,UK not allocated,ITL Level 1,46752,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,K99000001,UK not allocated,ITL Level 1,27718,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,K99000001,UK not allocated,ITL Level 1,24720,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,K99000001,UK not allocated,ITL Level 1,16075,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,K99000001,UK not allocated,ITL Level 1,34911,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLB,England,ITL Level 1,957704,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLB,England,ITL Level 1,1128777,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLB,England,ITL Level 1,1221968,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLB,England,ITL Level 1,1299064,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLB,England,ITL Level 1,1476049,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLB,England,ITL Level 1,1596439,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLB,England,ITL Level 1,1645150,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLC,North East,ITL Level 1,26718,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLC,North East,ITL Level 1,26878,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLC,North East,ITL Level 1,28638,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLC,North East,ITL Level 1,19089,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLC,North East,ITL Level 1,20185,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLC,North East,ITL Level 1,18069,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLC,North East,ITL Level 1,21233,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLC1,Tees Valley and Durham,ITL Level 2,9515,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLC1,Tees Valley and Durham,ITL Level 2,10916,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLC1,Tees Valley and Durham,ITL Level 2,9247,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLC1,Tees Valley and Durham,ITL Level 2,10161,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLC1,Tees Valley and Durham,ITL Level 2,18321,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLC1,Tees Valley and Durham,ITL Level 2,16448,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLC1,Tees Valley and Durham,ITL Level 2,16413,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,E47000006,Tees Valley,Combined Authority or City Region,3249,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,E47000006,Tees Valley,Combined Authority or City Region,4061,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,E47000006,Tees Valley,Combined Authority or City Region,4069,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,E47000006,Tees Valley,Combined Authority or City Region,5151,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,E47000006,Tees Valley,Combined Authority or City Region,5442,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,E47000006,Tees Valley,Combined Authority or City Region,4352,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,E47000006,Tees Valley,Combined Authority or City Region,4450,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLC2,"Northumberland, and Tyne and Wear",ITL Level 2,8554,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLC2,"Northumberland, and Tyne and Wear",ITL Level 2,8173,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLC2,"Northumberland, and Tyne and Wear",ITL Level 2,10938,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLC2,"Northumberland, and Tyne and Wear",ITL Level 2,11072,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLC2,"Northumberland, and Tyne and Wear",ITL Level 2,10317,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLC2,"Northumberland, and Tyne and Wear",ITL Level 2,10271,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLC2,"Northumberland, and Tyne and Wear",ITL Level 2,10465,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,E47000011,North of Tyne,Combined Authority or City Region,6630,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,E47000011,North of Tyne,Combined Authority or City Region,7025,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,E47000011,North of Tyne,Combined Authority or City Region,7211,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,E47000011,North of Tyne,Combined Authority or City Region,6760,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,E47000011,North of Tyne,Combined Authority or City Region,5168,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,E47000011,North of Tyne,Combined Authority or City Region,5294,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,E47000011,North of Tyne,Combined Authority or City Region,6763,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLD,North West,ITL Level 1,46385,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLD,North West,ITL Level 1,61386,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLD,North West,ITL Level 1,61238,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLD,North West,ITL Level 1,67035,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLD,North West,ITL Level 1,73067,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLD,North West,ITL Level 1,79472,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLD,North West,ITL Level 1,92135,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLD1,Cumbria,ITL Level 2,4360,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLD1,Cumbria,ITL Level 2,5993,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLD1,Cumbria,ITL Level 2,4993,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLD1,Cumbria,ITL Level 2,6634,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLD1,Cumbria,ITL Level 2,2882,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLD1,Cumbria,ITL Level 2,2343,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLD1,Cumbria,ITL Level 2,2983,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,E47000001,Greater Manchester,ITL Level 2,35373,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,E47000001,Greater Manchester,ITL Level 2,23938,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,E47000001,Greater Manchester,ITL Level 2,34154,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,E47000001,Greater Manchester,ITL Level 2,30749,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,E47000001,Greater Manchester,ITL Level 2,32034,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,E47000001,Greater Manchester,ITL Level 2,36693,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,E47000001,Greater Manchester,ITL Level 2,38487,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,E47000001,Greater Manchester,Combined Authority or City Region,38487,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,E47000001,Greater Manchester,Combined Authority or City Region,36693,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,E47000001,Greater Manchester,Combined Authority or City Region,32034,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,E47000001,Greater Manchester,Combined Authority or City Region,35373,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,E47000001,Greater Manchester,Combined Authority or City Region,34154,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,E47000001,Greater Manchester,Combined Authority or City Region,23938,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,E47000001,Greater Manchester,Combined Authority or City Region,30749,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLD4,Lancashire,ITL Level 2,4368,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLD4,Lancashire,ITL Level 2,5814,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLD4,Lancashire,ITL Level 2,6385,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLD4,Lancashire,ITL Level 2,7781,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLD4,Lancashire,ITL Level 2,5962,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLD4,Lancashire,ITL Level 2,5435,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLD4,Lancashire,ITL Level 2,7994,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLD6,Cheshire,ITL Level 2,17301,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLD6,Cheshire,ITL Level 2,11864,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLD6,Cheshire,ITL Level 2,12509,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLD6,Cheshire,ITL Level 2,12980,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLD6,Cheshire,ITL Level 2,10330,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLD6,Cheshire,ITL Level 2,8449,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLD6,Cheshire,ITL Level 2,11924,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,E47000004,Liverpool City Region,ITL Level 2,22359,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,E47000004,Liverpool City Region,ITL Level 2,11915,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,E47000004,Liverpool City Region,ITL Level 2,10352,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,E47000004,Liverpool City Region,ITL Level 2,20691,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,E47000004,Liverpool City Region,ITL Level 2,8206,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,E47000004,Liverpool City Region,ITL Level 2,7288,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,E47000004,Liverpool City Region,ITL Level 2,9197,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,E47000004,Liverpool City Region,Combined Authority or City Region,20691,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,E47000004,Liverpool City Region,Combined Authority or City Region,7288,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,E47000004,Liverpool City Region,Combined Authority or City Region,8206,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,E47000004,Liverpool City Region,Combined Authority or City Region,9197,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,E47000004,Liverpool City Region,Combined Authority or City Region,10352,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,E47000004,Liverpool City Region,Combined Authority or City Region,11915,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,E47000004,Liverpool City Region,Combined Authority or City Region,22359,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLE,Yorkshire and The Humber,ITL Level 1,45121,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLE,Yorkshire and The Humber,ITL Level 1,61364,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLE,Yorkshire and The Humber,ITL Level 1,42944,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLE,Yorkshire and The Humber,ITL Level 1,40508,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLE,Yorkshire and The Humber,ITL Level 1,44856,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLE,Yorkshire and The Humber,ITL Level 1,45360,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLE,Yorkshire and The Humber,ITL Level 1,42227,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLE1,East Yorkshire and Northern Lincolnshire,ITL Level 2,3058,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLE1,East Yorkshire and Northern Lincolnshire,ITL Level 2,3623,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLE1,East Yorkshire and Northern Lincolnshire,ITL Level 2,4034,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLE1,East Yorkshire and Northern Lincolnshire,ITL Level 2,4893,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLE1,East Yorkshire and Northern Lincolnshire,ITL Level 2,4739,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLE1,East Yorkshire and Northern Lincolnshire,ITL Level 2,5441,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLE1,East Yorkshire and Northern Lincolnshire,ITL Level 2,10379,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,E47000012,York and North Yorkshire,ITL Level 2,4803,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,E47000012,York and North Yorkshire,ITL Level 2,5270,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,E47000012,York and North Yorkshire,ITL Level 2,6175,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,E47000012,York and North Yorkshire,ITL Level 2,5185,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,E47000012,York and North Yorkshire,ITL Level 2,15683,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,E47000012,York and North Yorkshire,ITL Level 2,13402,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,E47000012,York and North Yorkshire,ITL Level 2,12696,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,E47000002,South Yorkshire,ITL Level 2,10012,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,E47000002,South Yorkshire,ITL Level 2,8694,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,E47000002,South Yorkshire,ITL Level 2,8244,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,E47000002,South Yorkshire,ITL Level 2,8513,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,E47000002,South Yorkshire,ITL Level 2,7111,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,E47000002,South Yorkshire,ITL Level 2,6100,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,E47000002,South Yorkshire,ITL Level 2,7042,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,E47000002,South Yorkshire,Combined Authority or City Region,6100,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,E47000002,South Yorkshire,Combined Authority or City Region,7111,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,E47000002,South Yorkshire,Combined Authority or City Region,7042,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,E47000002,South Yorkshire,Combined Authority or City Region,8244,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,E47000002,South Yorkshire,Combined Authority or City Region,8694,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,E47000002,South Yorkshire,Combined Authority or City Region,10012,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,E47000002,South Yorkshire,Combined Authority or City Region,8513,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,E47000003,West Yorkshire,ITL Level 2,24865,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,E47000003,West Yorkshire,ITL Level 2,37288,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,E47000003,West Yorkshire,ITL Level 2,21806,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,E47000003,West Yorkshire,ITL Level 2,19666,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,E47000003,West Yorkshire,ITL Level 2,21083,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,E47000003,West Yorkshire,ITL Level 2,18944,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,E47000003,West Yorkshire,ITL Level 2,23632,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,E47000003,West Yorkshire,Combined Authority or City Region,19666,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,E47000003,West Yorkshire,Combined Authority or City Region,18944,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,E47000003,West Yorkshire,Combined Authority or City Region,21083,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,E47000003,West Yorkshire,Combined Authority or City Region,23632,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,E47000003,West Yorkshire,Combined Authority or City Region,21806,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,E47000003,West Yorkshire,Combined Authority or City Region,24865,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,E47000003,West Yorkshire,Combined Authority or City Region,37288,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLF,East Midlands,ITL Level 1,37563,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLF,East Midlands,ITL Level 1,33993,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLF,East Midlands,ITL Level 1,41570,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLF,East Midlands,ITL Level 1,45182,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLF,East Midlands,ITL Level 1,40121,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLF,East Midlands,ITL Level 1,31444,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLF,East Midlands,ITL Level 1,36809,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,E47000013,East Midlands,ITL Level 2,20706,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,E47000013,East Midlands,ITL Level 2,25983,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,E47000013,East Midlands,ITL Level 2,19285,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,E47000013,East Midlands,ITL Level 2,22059,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,E47000013,East Midlands,ITL Level 2,19006,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,E47000013,East Midlands,ITL Level 2,14979,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,E47000013,East Midlands,ITL Level 2,16894,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLF2,"Leicestershire, Rutland and Northamptonshire",ITL Level 2,20249,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLF2,"Leicestershire, Rutland and Northamptonshire",ITL Level 2,18004,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLF2,"Leicestershire, Rutland and Northamptonshire",ITL Level 2,16786,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLF2,"Leicestershire, Rutland and Northamptonshire",ITL Level 2,20361,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLF2,"Leicestershire, Rutland and Northamptonshire",ITL Level 2,12584,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLF2,"Leicestershire, Rutland and Northamptonshire",ITL Level 2,9456,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLF2,"Leicestershire, Rutland and Northamptonshire",ITL Level 2,15195,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLF3,Lincolnshire,ITL Level 2,1281,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLF3,Lincolnshire,ITL Level 2,1554,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLF3,Lincolnshire,ITL Level 2,2329,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLF3,Lincolnshire,ITL Level 2,2762,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLF3,Lincolnshire,ITL Level 2,2315,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLF3,Lincolnshire,ITL Level 2,2228,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLF3,Lincolnshire,ITL Level 2,2666,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLG,West Midlands,ITL Level 1,73554,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLG,West Midlands,ITL Level 1,107051,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLG,West Midlands,ITL Level 1,119432,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLG,West Midlands,ITL Level 1,100583,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLG,West Midlands,ITL Level 1,70681,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLG,West Midlands,ITL Level 1,63809,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLG,West Midlands,ITL Level 1,52780,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLG1,"Herefordshire, Worcestershire and Warwickshire",ITL Level 2,10773,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLG1,"Herefordshire, Worcestershire and Warwickshire",ITL Level 2,15319,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLG1,"Herefordshire, Worcestershire and Warwickshire",ITL Level 2,16469,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLG1,"Herefordshire, Worcestershire and Warwickshire",ITL Level 2,17329,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLG1,"Herefordshire, Worcestershire and Warwickshire",ITL Level 2,42472,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLG1,"Herefordshire, Worcestershire and Warwickshire",ITL Level 2,36585,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLG1,"Herefordshire, Worcestershire and Warwickshire",ITL Level 2,26018,£ million,Pounds,2021-01-01/P1Y,,,
